action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,448,20300138,33.9443,-143,100,-118.4128,11,4,0,2003-04,33,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-16,LAL vs. MIA,MIA,5163
Jump Shot,Jump Shot,224,20300146,33.9273,-146,117,-118.4158,11,3,0,2003-04,44,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,DET,5174
Layup Shot,Layup,234,20300146,34.0443,0,0,-118.2698,9,3,0,2003-04,37,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,DET,5176
Jump Shot,Jump Shot,331,20300146,34.0473,117,-3,-118.1528,9,4,0,2003-04,48,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-18,LAL @ DET,DET,5179
Layup Shot,Layup,51,20300156,34.0443,0,0,-118.2698,6,1,0,2003-04,22,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-19,LAL @ NYK,NYK,5186
Running Jump Shot,Jump Shot,388,20300172,33.9813,-5,63,-118.2748,11,4,0,2003-04,10,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,CHI,5203
Driving Layup Shot,Layup,418,20300172,34.0443,0,0,-118.2698,8,4,0,2003-04,6,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,CHI,5204
Jump Shot,Jump Shot,444,20300172,34.0753,136,-31,-118.1338,5,4,0,2003-04,52,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,CHI,5206
Turnaround Jump Shot,Jump Shot,447,20300172,33.8983,107,146,-118.1628,5,4,0,2003-04,0,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,CHI,5207
Jump Shot,Jump Shot,206,20300187,33.9073,98,137,-118.1718,2,2,0,2003-04,27,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,MEM,5220
Driving Layup Shot,Layup,208,20300187,34.0443,0,0,-118.2698,2,2,0,2003-04,21,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,MEM,5221
Jump Shot,Jump Shot,276,20300187,33.8073,-110,237,-118.3798,6,3,0,2003-04,29,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,MEM,5224
Jump Shot,Jump Shot,353,20300187,34.0243,-143,20,-118.4128,10,4,0,2003-04,53,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,MEM,5227
Jump Shot,Jump Shot,370,20300187,34.0553,85,-11,-118.1848,9,4,0,2003-04,33,8,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-23,LAL vs. MEM,MEM,5229
Dunk Shot,Dunk,28,20300208,34.0443,0,0,-118.2698,7,1,0,2003-04,46,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,WAS,5232
Alley Oop Layup shot,Layup,251,20300208,34.0443,0,0,-118.2698,9,3,0,2003-04,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,WAS,5240
Turnaround Jump Shot,Jump Shot,325,20300208,34.0523,-107,-8,-118.3768,2,3,0,2003-04,39,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,WAS,5242
Jump Shot,Jump Shot,56,20300222,33.9763,-135,68,-118.4048,8,1,0,2003-04,32,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,SAS,5243
Turnaround Jump Shot,Jump Shot,163,20300222,33.9343,10,110,-118.2598,9,2,0,2003-04,17,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,SAS,5245
Layup Shot,Layup,177,20300222,34.0443,0,0,-118.2698,8,2,0,2003-04,1,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,SAS,5248
Jump Shot,Jump Shot,209,20300222,34.0143,-75,30,-118.3448,4,2,0,2003-04,15,8,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,SAS,5249
Jump Shot,Jump Shot,323,20300222,33.9733,148,71,-118.1218,6,3,0,2003-04,23,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-28,LAL vs. SAS,SAS,5254
Jump Shot,Jump Shot,62,20300251,33.8633,-57,181,-118.3268,2,1,0,2003-04,45,18,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,SAS,5269
Jump Shot,Jump Shot,102,20300251,33.8343,143,210,-118.1268,9,2,0,2003-04,51,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,SAS,5272
Jump Shot,Jump Shot,254,20300251,33.8223,-102,222,-118.3718,7,3,0,2003-04,43,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-03,LAL @ SAS,SAS,5276
Driving Layup Shot,Layup,46,20300258,34.0443,0,0,-118.2698,7,1,0,2003-04,40,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,DAL,5286
Jump Shot,Jump Shot,194,20300258,34.0323,94,12,-118.1758,6,2,0,2003-04,31,9,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,DAL,5290
Layup Shot,Layup,562,20300258,34.0443,0,0,-118.2698,0,4,0,2003-04,22,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-04,LAL @ DAL,DAL,5308
Jump Shot,Jump Shot,270,20300284,33.8243,118,220,-118.1518,7,3,0,2003-04,39,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5316
Layup Shot,Layup,304,20300284,34.0443,0,0,-118.2698,4,3,0,2003-04,33,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5318
Jump Shot,Jump Shot,328,20300284,33.7923,-75,252,-118.3448,2,3,0,2003-04,56,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5319
Hook Shot,Hook Shot,357,20300284,34.0223,23,22,-118.2468,11,4,0,2003-04,21,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5320
Jump Shot,Jump Shot,427,20300284,33.8503,-200,194,-118.4698,4,4,0,2003-04,51,27,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5322
Jump Shot,Jump Shot,453,20300284,34.0043,158,40,-118.1118,2,4,0,2003-04,46,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-07,LAL vs. UTA,UTA,5324
Turnaround Jump Shot,Jump Shot,180,20300298,33.9493,1,95,-118.2688,8,2,0,2003-04,22,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,NYK,5331
Slam Dunk Shot,Dunk,293,20300298,34.0443,0,0,-118.2698,11,3,0,2003-04,5,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-09,LAL vs. NYK,NYK,5336
Layup Shot,Layup,122,20300318,34.0443,0,0,-118.2698,2,1,0,2003-04,3,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-12,LAL vs. DAL,DAL,5344
Jump Shot,Jump Shot,406,20300318,34.0723,202,-28,-118.0678,0,3,0,2003-04,56,20,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-12,LAL vs. DAL,DAL,5354
Jump Shot,Jump Shot,418,20300318,33.5513,-57,493,-118.3268,0,3,0,2003-04,1,49,,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2003-12-12,LAL vs. DAL,DAL,5356
Jump Shot,Jump Shot,481,20300318,33.9533,23,91,-118.2468,6,4,0,2003-04,0,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2003-12-12,LAL vs. DAL,DAL,5358
Jump Shot,Jump Shot,125,20300326,33.9033,-146,141,-118.4158,8,2,0,2003-04,21,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-13,LAL @ POR,POR,5361
Alley Oop Layup shot,Layup,182,20300326,34.0443,0,0,-118.2698,2,2,0,2003-04,18,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-13,LAL @ POR,POR,5365
Fadeaway Jump Shot,Jump Shot,331,20300326,34.0473,187,-3,-118.0828,10,4,0,2003-04,56,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-13,LAL @ POR,POR,5370
Jump Shot,Jump Shot,422,20300326,33.9063,200,138,-118.0698,1,4,0,2003-04,53,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-13,LAL @ POR,POR,5376
Jump Shot,Jump Shot,315,20300369,33.7863,13,258,-118.2568,7,3,0,2003-04,12,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-19,LAL vs. DEN,DEN,5383
Jump Shot,Jump Shot,399,20300369,33.8483,52,196,-118.2178,11,4,0,2003-04,11,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-19,LAL vs. DEN,DEN,5384
Jump Shot,Jump Shot,412,20300369,33.9033,135,141,-118.1348,9,4,0,2003-04,22,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-19,LAL vs. DEN,DEN,5385
Driving Layup Shot,Layup,167,20300385,34.0443,0,0,-118.2698,7,2,0,2003-04,32,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-21,LAL vs. PHX,PHX,5393
Jump Shot,Jump Shot,327,20300385,33.7763,13,268,-118.2568,3,3,0,2003-04,52,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-21,LAL vs. PHX,PHX,5397
Jump Shot,Jump Shot,380,20300385,33.8983,-154,146,-118.4238,11,4,0,2003-04,0,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-21,LAL vs. PHX,PHX,5398
Jump Shot,Jump Shot,399,20300385,33.9273,-163,117,-118.4328,8,4,0,2003-04,50,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-21,LAL vs. PHX,PHX,5402
Driving Finger Roll Shot,Layup,258,20300400,33.9913,6,53,-118.2638,9,3,0,2003-04,45,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-23,LAL @ GSW,GSW,5407
Jump Shot,Jump Shot,269,20300400,33.8763,-187,168,-118.4568,8,3,0,2003-04,44,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-12-23,LAL @ GSW,GSW,5409
Layup Shot,Layup,137,20300403,34.0443,0,0,-118.2698,8,2,0,2003-04,13,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-25,LAL vs. HOU,HOU,5425
Alley Oop Layup shot,Layup,228,20300403,34.0443,0,0,-118.2698,0,2,0,2003-04,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-25,LAL vs. HOU,HOU,5428
Jump Shot,Jump Shot,276,20300403,33.8833,-87,161,-118.3568,7,3,0,2003-04,43,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-25,LAL vs. HOU,HOU,5430
Jump Shot,Jump Shot,405,20300403,33.8683,94,176,-118.1758,8,4,0,2003-04,47,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-12-25,LAL vs. HOU,HOU,5442
Layup Shot,Layup,32,20300429,34.0443,0,0,-118.2698,9,1,0,2003-04,8,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-28,LAL vs. BOS,BOS,5447
Jump Shot,Jump Shot,275,20300462,33.8473,-113,197,-118.3828,11,3,0,2003-04,19,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-01-02,LAL @ SEA,SEA,5470
Jump Shot,Jump Shot,485,20300462,33.9243,218,120,-118.0518,1,4,0,2003-04,33,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-01-02,LAL @ SEA,SEA,5485
Jump Shot,Jump Shot,80,20300476,34.0323,105,12,-118.1648,4,1,0,2003-04,31,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-01-04,LAL @ LAC,LAC,5493
Turnaround Jump Shot,Jump Shot,225,20300476,33.9753,43,69,-118.2268,2,2,0,2003-04,35,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-01-04,LAL @ LAC,LAC,5502
Jump Shot,Jump Shot,272,20300476,33.7833,1,261,-118.2688,10,3,0,2003-04,37,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-01-04,LAL @ LAC,LAC,5504
Jump Shot,Jump Shot,115,20300488,33.9983,-64,46,-118.3338,11,2,0,2003-04,8,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-01-06,LAL @ MIN,MIN,5517
Jump Shot,Jump Shot,175,20300488,33.9223,148,122,-118.1218,5,2,0,2003-04,9,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-01-06,LAL @ MIN,MIN,5522
Driving Layup Shot,Layup,260,20300488,34.0443,0,0,-118.2698,7,3,0,2003-04,54,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-01-06,LAL @ MIN,MIN,5527
Jump Shot,Jump Shot,301,20300488,33.9853,59,59,-118.2108,4,3,0,2003-04,19,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-01-06,LAL @ MIN,MIN,5528
Fadeaway Jump Shot,Jump Shot,72,20300500,33.9493,186,95,-118.0838,4,1,0,2003-04,24,20,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-01-07,LAL @ DEN,DEN,5536
Jump Shot,Jump Shot,312,20300500,33.9963,-108,48,-118.3778,6,3,0,2003-04,46,11,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-01-07,LAL @ DEN,DEN,5545
Jump Shot,Jump Shot,62,20300531,34.0343,158,10,-118.1118,5,1,0,2003-04,46,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-01-12,LAL vs. CLE,CLE,5576
Jump Shot,Jump Shot,65,20300531,33.9983,6,46,-118.2638,5,1,0,2003-04,27,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-01-12,LAL vs. CLE,CLE,5577
Jump Shot,Jump Shot,174,20300625,34.0163,34,28,-118.2358,1,2,0,2003-04,59,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-01-24,LAL @ UTA,UTA,5592
Jump Shot,Jump Shot,260,20300625,34.0603,-158,-16,-118.4278,3,3,0,2003-04,28,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-01-24,LAL @ UTA,UTA,5594
Jump Shot,Jump Shot,345,20300625,33.8523,148,192,-118.1218,6,4,0,2003-04,20,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-01-24,LAL @ UTA,UTA,5595
Jump Shot,Jump Shot,380,20300625,33.8583,-154,186,-118.4238,2,4,0,2003-04,41,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-01-24,LAL @ UTA,UTA,5596
Jump Shot,Jump Shot,50,20300655,33.8843,3,160,-118.2668,5,1,0,2003-04,47,16,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-01-28,LAL vs. SEA,SEA,5599
Layup Shot,Layup,146,20300655,34.0443,0,0,-118.2698,8,2,0,2003-04,11,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-01-28,LAL vs. SEA,SEA,5606
Jump Shot,Jump Shot,372,20300756,33.8093,100,235,-118.1698,4,4,0,2003-04,49,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-11,LAL @ HOU,HOU,5617
Jump Bank Shot,Jump Shot,149,20300772,33.9263,-126,118,-118.3958,7,2,0,2003-04,5,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-02-17,LAL vs. POR,POR,5625
Jump Shot,Jump Shot,167,20300772,34.0533,-95,-9,-118.3648,5,2,0,2003-04,20,9,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-02-17,LAL vs. POR,POR,5626
Reverse Layup Shot,Layup,178,20300772,34.0443,0,0,-118.2698,4,2,0,2003-04,1,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-17,LAL vs. POR,POR,5627
Running Layup Shot,Layup,431,20300772,34.0443,0,0,-118.2698,0,4,0,2003-04,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-17,LAL vs. POR,POR,5642
Driving Dunk Shot,Dunk,5,20300793,34.0443,0,0,-118.2698,11,1,0,2003-04,18,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-20,LAL vs. PHI,PHI,5659
Reverse Layup Shot,Layup,125,20300793,34.0443,0,0,-118.2698,11,2,0,2003-04,34,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-20,LAL vs. PHI,PHI,5664
Jump Bank Shot,Jump Shot,146,20300793,33.9243,-131,120,-118.4008,9,2,0,2003-04,47,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-02-20,LAL vs. PHI,PHI,5666
Jump Shot,Jump Shot,425,20300793,33.9273,-66,117,-118.3358,11,4,0,2003-04,22,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-02-20,LAL vs. PHI,PHI,5671
Jump Shot,Jump Shot,490,20300793,33.8703,172,174,-118.0978,5,4,0,2003-04,40,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-20,LAL vs. PHI,PHI,5674
Jump Bank Shot,Jump Shot,2,20300808,33.9523,-135,92,-118.4048,11,1,0,2003-04,37,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-02-22,LAL @ PHX,PHX,5677
Jump Shot,Jump Shot,71,20300808,33.7683,10,276,-118.2598,4,1,0,2003-04,24,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-22,LAL @ PHX,PHX,5681
Jump Shot,Jump Shot,108,20300808,33.6023,-223,442,-118.4928,0,1,0,2003-04,0,49,,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2004-02-22,LAL @ PHX,PHX,5683
Layup Shot,Layup,403,20300808,34.0443,0,0,-118.2698,3,4,0,2003-04,14,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-22,LAL @ PHX,PHX,5700
Layup Shot,Layup,178,20300831,34.0443,0,0,-118.2698,6,2,0,2003-04,32,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-25,LAL @ DEN,DEN,5713
Layup Shot,Layup,186,20300831,34.0443,0,0,-118.2698,6,2,0,2003-04,7,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-25,LAL @ DEN,DEN,5715
Jump Shot,Jump Shot,348,20300831,33.8193,128,225,-118.1418,1,3,0,2003-04,50,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-25,LAL @ DEN,DEN,5718
Turnaround Jump Shot,Jump Shot,469,20300831,33.9993,21,45,-118.2488,2,4,0,2003-04,17,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-25,LAL @ DEN,DEN,5726
Jump Shot,Jump Shot,221,20300836,33.8093,54,235,-118.2158,0,2,0,2003-04,42,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-26,LAL vs. SAC,SAC,5738
Jump Bank Shot,Jump Shot,248,20300836,33.9703,-118,74,-118.3878,8,3,0,2003-04,47,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-02-26,LAL vs. SAC,SAC,5741
Jump Bank Shot,Jump Shot,263,20300836,33.9913,141,53,-118.1288,6,3,0,2003-04,59,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-02-26,LAL vs. SAC,SAC,5743
Layup Shot,Layup,435,20300836,34.0443,0,0,-118.2698,2,4,0,2003-04,37,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-26,LAL vs. SAC,SAC,5753
Jump Shot,Jump Shot,101,20300848,34.0863,-172,-42,-118.4418,1,1,0,2003-04,2,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-02-28,LAL @ WAS,WAS,5761
Running Hook Shot,Hook Shot,120,20300881,34.0063,-44,38,-118.3138,8,2,0,2003-04,25,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-03,LAL @ HOU,HOU,5789
Jump Shot,Jump Shot,299,20300881,33.8713,195,173,-118.0748,2,3,0,2003-04,46,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-03,LAL @ HOU,HOU,5797
Jump Shot,Jump Shot,49,20300926,34.0063,141,38,-118.1288,6,1,0,2003-04,59,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-10,LAL @ BOS,BOS,5803
Layup Shot,Layup,323,20300926,34.0443,0,0,-118.2698,7,3,0,2003-04,44,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-10,LAL @ BOS,BOS,5810
Jump Shot,Jump Shot,372,20300926,33.8913,29,153,-118.2408,3,3,0,2003-04,7,15,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-10,LAL @ BOS,BOS,5813
Jump Shot,Jump Shot,501,20300926,33.9393,154,105,-118.1158,3,4,0,2003-04,25,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-10,LAL @ BOS,BOS,5817
Layup Shot,Layup,512,20300926,34.0413,33,3,-118.2368,2,4,0,2003-04,28,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-10,LAL @ BOS,BOS,5818
Jump Shot,Jump Shot,70,20300943,33.9703,-43,74,-118.3128,4,1,0,2003-04,19,8,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-12,LAL @ MIN,MIN,5822
Hook Shot,Hook Shot,209,20300943,34.0323,85,12,-118.1848,3,2,0,2003-04,19,8,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-12,LAL @ MIN,MIN,5829
Tip Shot,Tip Shot,236,20300952,34.0443,0,0,-118.2698,2,2,0,2003-04,24,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-13,LAL @ CHI,CHI,5846
Jump Shot,Jump Shot,239,20300952,34.0133,-117,31,-118.3868,2,2,0,2003-04,16,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-13,LAL @ CHI,CHI,5847
Jump Shot,Jump Shot,365,20300952,33.9953,-143,49,-118.4128,1,3,0,2003-04,36,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-13,LAL @ CHI,CHI,5854
