,author,text
397, John Donne    John Don,"Impute me righteous, thus purged of evil,"
398, John Donne    John Don,"For thus I leave the world, the flesh, the devil."
399, John Donne    John Don,"Show me, dear Christ, thy Spouse, so bright and clear."
400, John Donne    John Don,"What! is it She, which on the other shore"
401, John Donne    John Don,"Goes richly painted? or which, robbed and tore,"
402, John Donne    John Don,Laments and mourns in Germany and here?
403, John Donne    John Don,"Sleeps she a thousand, then peeps up one year?"
404, John Donne    John Don,"Is she self-truth and errs? now new, now outwore?"
405, John Donne    John Don,"Doth she, and did she, and shall she evermore"
406, John Donne    John Don,"On one, on seven, or on no hill appear?"
407, John Donne    John Don,"Dwells she with us, or like adventuring knights"
408, John Donne    John Don,First travail we to seek and then make love?
409, John Donne    John Don,"Betray, kind husband, thy spouse to our sights,"
410, John Donne    John Don,"And let mine amorous soul court thy mild dove,"
411, John Donne    John Don,Who is most true and pleasing to thee then
412, John Donne    John Don,When she's embraced and open to most men.
413, John Donne    John Don,"Spit in my face you Jews, and pierce my side,"
414, John Donne    John Don,"Buffet, and scoff, scourge, and crucify me,"
415, John Donne    John Don,"For I have sinned, and sinned, and only he"
416, John Donne    John Don,Who could do no iniquity hath died:
417, John Donne    John Don,But by my death can not be satisfied
418, John Donne    John Don,"My sins, which pass the Jews' impiety:"
419, John Donne    John Don,"They killed once an inglorious man, but I"
420, John Donne    John Don,"Crucify him daily, being now glorified."
421, John Donne    John Don,"Oh let me, then, his strange love still admire:"
422, John Donne    John Don,"Kings pardon, but he bore our punishment."
423, John Donne    John Don,And Jacob came clothed in vile harsh attire
424, John Donne    John Don,"But to supplant, and with gainful intent:"
425, John Donne    John Don,"God clothed himself in vile man's flesh, that so"
426, John Donne    John Don,He might be weak enough to suffer woe.
427, John Donne    John Don,What if this present were the world's last night?
428, John Donne    John Don,"Mark in my heart, O soul, where thou dost dwell,"
429, John Donne    John Don,"The picture of Christ crucified, and tell"
430, John Donne    John Don,"Whether that countenance can thee affright,"
431, John Donne    John Don,"Tears in his eyes quench the amazing light,"
432, John Donne    John Don,"Blood fills his frowns, which from his pierced head fell."
433, John Donne    John Don,"And can that tongue adjudge thee unto hell,"
434, John Donne    John Don,Which prayed forgiveness for his foes' fierce spite?
435, John Donne    John Don,"No, no; but as in my idolatry"
436, John Donne    John Don,"I said to all my profane mistresses,"
437, John Donne    John Don,"Beauty, of pity, foulness only is"
438, John Donne    John Don,"A sign of rigour: so I say to thee,"
439, John Donne    John Don,"To wicked spirits are horrid shapes assigned,"
440, John Donne    John Don,This beauteous form assures a piteous mind.
441, John Donne    John Don,"If poisonous minerals, and if that tree"
442, John Donne    John Don,"Whose fruit threw death on else immortal us,"
443, John Donne    John Don,"If lecherous goats, if serpents envious"
444, John Donne    John Don,"Cannot be damned, alas, why should I be?"
445, John Donne    John Don,"Why should intent or reason, born in me,"
446, John Donne    John Don,"Make sins, else equal, in me more heinous?"
447, John Donne    John Don,"And Mercy being easy, and glorious"
448, John Donne    John Don,"To God; in his stern wrath, why threatens he?"
449, John Donne    John Don,"But who am I, that dare dispute with thee"
450, John Donne    John Don,"O God? Oh! of thine only worthy blood,"
451, John Donne    John Don,"And my tears, make a heavenly Lethean flood,"
452, John Donne    John Don,And drown in it my sin's black memory;
453, John Donne    John Don,"That thou remember them, some claim as debt,"
454, John Donne    John Don,"I think it mercy, if thou wilt forget."
455, John Donne    John Don,"Tho has made me, and shall thy work decay?"
456, John Donne    John Don,"Repair me now, for now mine end doth haste;"
457, John Donne    John Don,"I run to death, and death meets me as fast,"
458, John Donne    John Don,And all my pleasures are like yesterday.
459, John Donne    John Don,"I dare not move my dim eyes any way,"
460, John Donne    John Don,"Despair behind, and death before doth cast"
461, John Donne    John Don,"Such terror, and my feeble flesh doth waste"
462, John Donne    John Don,"By sin in it, which it towards hell doth weigh."
463, John Donne    John Don,"Only thou art above, and when towards thee"
464, John Donne    John Don,"By thy leave I can look, I rise again;"
465, John Donne    John Don,But our old subtle foe so tempteth me
466, John Donne    John Don,That not one hour myself I can sustain.
467, John Donne    John Don,"Thy grace may wing me to prevent his art,"
468, John Donne    John Don,And thou like adamant draw mine iron heart.
469, John Donne    John Don,Oh my black soul! now art thou summoned
470, John Donne    John Don,"By sickness, death's herald, and champion;"
471, John Donne    John Don,"Thou art like a pilgrim, which abroad hath done"
472, John Donne    John Don,"Treason, and durst not turn to whence he is fled;"
473, John Donne    John Don,"Or like a thief, which till death's doom be read,"
474, John Donne    John Don,"Wisheth himself delivered from prison,"
475, John Donne    John Don,"But damned and haled to execution,"
476, John Donne    John Don,Wisheth that still he might be imprisoned.
477, John Donne    John Don,"Yet grace, if thou repent, thou canst not lack;"
478, John Donne    John Don,But who shall give thee that grace to begin?
479, John Donne    John Don,"Oh make thy self with holy mourning black,"
480, John Donne    John Don,"And red with blushing, as thou art with sin;"
481, John Donne    John Don,"Or wash thee in Christ's blood, which hath this might"
482, John Donne    John Don,"That being red, it dyes red souls to white"
483, John Donne    John Don,O might those sighs and tears return again
484, John Donne    John Don,"Into my breast and eyes, which I have spent,"
485, John Donne    John Don,That I might in this holy discontent
486, John Donne    John Don,"Mourn with some fruit, as I have mourned in vain;"
487, John Donne    John Don,In mine Idolatry what showers of rain
488, John Donne    John Don,Mine eyes did waste! what griefs my heart did rent!
489, John Donne    John Don,That sufferance was my sin; now I repent;
490, John Donne    John Don,'Cause I did suffer I must suffer pain.
491, John Donne    John Don,"Th' hydropic drunkard, and night-scouting thief,"
492, John Donne    John Don,"The itchy lecher, and self-tickling proud"
493, John Donne    John Don,Have the remembrance of past joys for relief
494, John Donne    John Don,Of comming ills. To (poor) me is allowed
495, John Donne    John Don,"No ease; for long, yet vehement grief hath been"
496, John Donne    John Don,"Th' effect and cause, the punishment and sin."
497, John Donne    John Don,As due by many titles I resign
498, John Donne    John Don,"My self to Thee, O God; first I was made"
499, John Donne    John Don,"By Thee, and for Thee, and when I was decayed"
500, John Donne    John Don,"Thy blood bought that, the which before was Thine;"
501, John Donne    John Don,"I am Thy son, made with Thy Self to shine,"
502, John Donne    John Don,"Thy servant, whose pains Thou hast still repaid,"
503, John Donne    John Don,"Thy sheep, thine image, and, till I betrayed"
504, John Donne    John Don,"My self, a temple of Thy Spirit divine;"
505, John Donne    John Don,Why doth the devil then usurp on me?
506, John Donne    John Don,"Why doth he steal, nay ravish that's thy right?"
507, John Donne    John Don,"Except thou rise and for thine own work fight,"
508, John Donne    John Don,"Oh I shall soon despair, when I do see"
509, John Donne    John Don,"That thou lov'st mankind well, yet wilt not choose me,"
510, John Donne    John Don,"And Satan hates me, yet is loth to lose me."
511, John Donne    John Don,"Wilt thou love God, as he thee? Then digest,"
512, John Donne    John Don,"My soul, this wholesome meditation,"
513, John Donne    John Don,"How God the Spirit, by angels waited on"
514, John Donne    John Don,"In heaven, doth make his Temple in thy breast."
515, John Donne    John Don,"The Father having begot a Son most blest,"
516, John Donne    John Don,"And still begetting, (for he ne'er be gone)"
517, John Donne    John Don,"Hath deigned to choose thee by adoption,"
518, John Donne    John Don,"Co-heir t' his glory, and Sabbath' endless rest."
519, John Donne    John Don,"And as a robbed man, which by search doth find"
520, John Donne    John Don,"His stol'n stuff sold, must lose or buy 't again:"
521, John Donne    John Don,"The Son of glory came down, and was slain,"
522, John Donne    John Don,"Us whom he'd made, and Satan stol'n, to unbind."
523, John Donne    John Don,"'Twas much that man was made like God before,"
524, John Donne    John Don,"But, that God should be made like man, much more."
525, John Donne    John Don,Why are we by all creatures waited on?
526, John Donne    John Don,Why do the prodigal elements supply
527, John Donne    John Don,"Life and food to me, being more pure than I,"
528, John Donne    John Don,"Simple, and further from corruption?"
529, John Donne    John Don,"Why brook'st thou, ignorant horse, subjection?"
530, John Donne    John Don,"Why dost thou, bull, and bore so seelily,"
531, John Donne    John Don,"Dissemble weakness, and by one man's stroke die,"
532, John Donne    John Don,Whose whole kind you might swallow and feed upon?
533, John Donne    John Don,"Weaker I am, woe is me, and worse than you,"
534, John Donne    John Don,"You have not sinned, nor need be timorous."
535, John Donne    John Don,"But wonder at a greater wonder, for to us"
536, John Donne    John Don,"Created nature doth these things subdue,"
537, John Donne    John Don,"But their Creator, whom sin nor nature tied,"
538, John Donne    John Don,"For us, His creatures, and His foes, hath died."
539, John Donne    John Don,If faithful souls be alike glorified
540, John Donne    John Don,"As angels, then my fathers soul doth see,"
541, John Donne    John Don,"And adds this even to full felicity,"
542, John Donne    John Don,That valiantly I hells wide mouth o'erstride:
543, John Donne    John Don,But if our minds to these souls be descried
544, John Donne    John Don,"By circumstances, and by signs that be"
545, John Donne    John Don,"Apparent in us, not immediately,"
546, John Donne    John Don,How shall my mind's white truth by them be tried?
547, John Donne    John Don,"They see idolatrous lovers weep and mourn,"
548, John Donne    John Don,And vile blasphemous conjurers to call
549, John Donne    John Don,"On Jesus name, and Pharisaical"
550, John Donne    John Don,"Dissemblers feigne devotion. Then turn,"
551, John Donne    John Don,"O pensive soul, to God, for he knows best"
552, John Donne    John Don,"Thy true grief, for he put it in my breast."
553, John Donne    John Don,"Father, part of his double interest"
554, John Donne    John Don,"Unto thy kingdom, thy Son gives to me,"
555, John Donne    John Don,His jointure in the knotty Trinity
556, John Donne    John Don,"He keeps, and gives to me his death's conquest."
557, John Donne    John Don,"This Lamb, whose death with life the world hath blest,"
558, John Donne    John Don,"Was from the world's beginning slain, and he"
559, John Donne    John Don,Hath made two Wills which with the Legacy
560, John Donne    John Don,Of his and thy kingdom do thy Sons invest.
561, John Donne    John Don,Yet such are thy laws that men argue yet
562, John Donne    John Don,Whether a man those statutes can fulfil;
563, John Donne    John Don,None doth; but all-healing grace and spirit
564, John Donne    John Don,Revive again what law and letter kill.
565, John Donne    John Don,"Thy law's abridgement, and thy last command"
566, John Donne    John Don,Is all but love; Oh let this last Will stand!
567, Michael Drayton    Mic,"An evil spirit, your beauty haunts me still, "
568, Michael Drayton    Mic,"Wherewith, alas, I have been long possest, "
569, Michael Drayton    Mic,"Which ceaseth not to tempt me to each ill, "
570, Michael Drayton    Mic,Nor gives me once but one poor minute's rest; 
571, Michael Drayton    Mic,"In me it speaks, whether I sleep or wake, "
572, Michael Drayton    Mic,"And when by means to drive it out I try, "
573, Michael Drayton    Mic,"With greater torments then it me doth take, "
574, Michael Drayton    Mic,And tortures me in most extremity; 
575, Michael Drayton    Mic,"Before my face it lays down my despairs, "
576, Michael Drayton    Mic,"And hastes me on unto a sudden death, "
577, Michael Drayton    Mic,"Now tempting me to drown myself in tears, "
578, Michael Drayton    Mic,And then in sighing to give up my breath. 
579, Michael Drayton    Mic,Thus am I still provok'd to every evil 
580, Michael Drayton    Mic,"By this good wicked spirit, sweet angel-devil."
581, Michael Drayton    Mic,What? Dost thou mean to cheat me of my heart? 
582, Michael Drayton    Mic,To take all mine and give me none again? 
583, Michael Drayton    Mic,Or have thine eyes such magic or that art 
584, Michael Drayton    Mic,That what they get they ever do retain? 
585, Michael Drayton    Mic,"Play not the tyrant, but take some remorse; "
586, Michael Drayton    Mic,"Rebate thy spleen, if but for pity's sake; "
587, Michael Drayton    Mic,"Or, cruel, if thou canst not, let us 'scourse,"
588, Michael Drayton    Mic,"And, for one piece of thine, my whole heart take. "
589, Michael Drayton    Mic,"But what of pity do I speak to thee, "
590, Michael Drayton    Mic,Whose breast is proof against complaint or prayer? 
591, Michael Drayton    Mic,Or can I think what my reward shall be 
592, Michael Drayton    Mic,"From that proud beauty, which was my betrayer? "
593, Michael Drayton    Mic,"What talk I of a heart, when thou hast none? "
594, Michael Drayton    Mic,"Or, if thou hast, it is a flinty one."
595, Michael Drayton    Mic,"Like an advent'rous seafarer am I, "
596, Michael Drayton    Mic,"Who hath some long and dang'rous voyage been, "
597, Michael Drayton    Mic,"And, call'd to tell of his discovery, "
598, Michael Drayton    Mic,"How far he sail'd, what countries he had seen; "
599, Michael Drayton    Mic,"Proceeding from the port whence he put forth, "
600, Michael Drayton    Mic,"Shows by his compass how his course he steer'd, "
601, Michael Drayton    Mic,"When East, when West, when South, and when by North, "
602, Michael Drayton    Mic,"As how the Pole to every place was rear'd, "
603, Michael Drayton    Mic,"What capes he doubled, of what Continent, "
604, Michael Drayton    Mic,"The gulfs and straits that strangely he had past, "
605, Michael Drayton    Mic,"Where most becalm'd, where with foul weather spent, "
606, Michael Drayton    Mic,And on what rocks in peril to be cast: 
607, Michael Drayton    Mic,"Thus in my love, Time calls me to relate "
608, Michael Drayton    Mic,My tedious travels and oft-varying fate.
609, Michael Drayton    Mic,O why should Nature niggardly restrain 
610, Michael Drayton    Mic,That foreign nations relish not our tongue? 
611, Michael Drayton    Mic,Else should my lines glide on the waves of Rhene 
612, Michael Drayton    Mic,And crown the Pyrens with my living song. 
613, Michael Drayton    Mic,"But, bounded thus, to Scotland get you forth, "
614, Michael Drayton    Mic,Thence take you wing unto the Orcades; 
615, Michael Drayton    Mic,"There let my verse get glory in the North, "
616, Michael Drayton    Mic,Making my sighs to thaw the frozen seas; 
617, Michael Drayton    Mic,"And let the Bards within that Irish isle, "
618, Michael Drayton    Mic,"To whom my Muse with fiery wing shall pass, "
619, Michael Drayton    Mic,"Call back the stiff-neck'd rebels from exile, "
620, Michael Drayton    Mic,And mollify the slaught'ring Gallowglass; 
621, Michael Drayton    Mic,"And when my flowing numbers they rehearse, "
622, Michael Drayton    Mic,Let wolves and bears be charmed with my verse.
623, Michael Drayton    Mic,"When first I ended, then I first began, "
624, Michael Drayton    Mic,"The more I travell'd, further from my rest, "
625, Michael Drayton    Mic,"Where most I lost, there most of all I wan,"
626, Michael Drayton    Mic,Pined with hunger rising from a feast. 
627, Michael Drayton    Mic,"Methinks I fly, yet want I legs to go, "
628, Michael Drayton    Mic,"Wise in conceit, in act a very sot, "
629, Michael Drayton    Mic,Ravish'd with joy amid a hell of woe; 
630, Michael Drayton    Mic,"What most I seem, that surest am I not. "
631, Michael Drayton    Mic,"I build my hopes a world above the sky, "
632, Michael Drayton    Mic,Yet with the mole I creep into the earth; 
633, Michael Drayton    Mic,"In plenty I am starv'd with penury, "
634, Michael Drayton    Mic,And yet I surfeit in the greatest dearth. 
635, Michael Drayton    Mic,"I have, I want, despair and yet desire, "
636, Michael Drayton    Mic,Burn'd in a sea of ice and drown'd amidst a fire.
637, Michael Drayton    Mic,"Some, when in rhyme they of their loves do tell, "
638, Michael Drayton    Mic,With flames and lightnings their exordiums paint; 
639, Michael Drayton    Mic,"Some call on Heav'n, some invocate on Hell, "
640, Michael Drayton    Mic,And Fates and Furies with their woes acquaint. 
641, Michael Drayton    Mic,Elysium is too high a seat for me; 
642, Michael Drayton    Mic,I will not come in Styx or Phlegethon; 
643, Michael Drayton    Mic,The thrice-three Muses but too wanton be; 
644, Michael Drayton    Mic,"Like they that lust, I care not; I will none. "
645, Michael Drayton    Mic,Spiteful Erinnys frights me with her looks; 
646, Michael Drayton    Mic,My manhood dares not with foul Ate mell; 
647, Michael Drayton    Mic,I quake to look on Hecate's charming books; 
648, Michael Drayton    Mic,I still fear bugbears in Apollo's cell. 
649, Michael Drayton    Mic,I pass not for Minerva nor Astraea; 
650, Michael Drayton    Mic,Only I call on my divine Idea.
651, Michael Drayton    Mic,"As Love and I, late harbor'd in one inn, "
652, Michael Drayton    Mic,With proverbs thus each other entertain: 
653, Michael Drayton    Mic,"""In Love there is no lack,"" thus I begin; "
654, Michael Drayton    Mic,"""Fair words make fools,"" replieth he again; "
655, Michael Drayton    Mic,"""Who spares to speak doth spare to speed,"" quoth I; "
656, Michael Drayton    Mic,"""As well,"" saith he, ""too forward as too slow""; "
657, Michael Drayton    Mic,"""Fortune assists the boldest,"" I reply; "
658, Michael Drayton    Mic,"""A hasty man,"" quoth he, ""ne'er wanted woe""; "
659, Michael Drayton    Mic,"""Labor is light where Love,"" quoth I, ""doth pay""; "
660, Michael Drayton    Mic,"Saith he, ""Light burden's heavy, if far borne""; "
661, Michael Drayton    Mic,"Quoth I, ""The main lost, cast the bye away""; "
662, Michael Drayton    Mic,"""You have spun a fair thread,"" he replies in scorn. "
663, Michael Drayton    Mic,"And having thus awhile each other thwarted, "
664, Michael Drayton    Mic,"Fools as we met, so fools again we parted. "
665, Michael Drayton    Mic,To Admiration
666, Michael Drayton    Mic,
667, Michael Drayton    Mic,"Marvel not, Love, though I thy power admire, "
668, Michael Drayton    Mic,"Ravish'd a world beyond the farthest thought, "
669, Michael Drayton    Mic,"And knowing more than ever hath been taught, "
670, Michael Drayton    Mic,That I am only starv'd in my desire. 
671, Michael Drayton    Mic,"Marvel not, Love, though I thy power admire, "
672, Michael Drayton    Mic,"Aiming at things exceeding all perfection, "
673, Michael Drayton    Mic,"To Wisdom's self to minister correction, "
674, Michael Drayton    Mic,That I am only starv'd in my desire. 
675, Michael Drayton    Mic,"Marvel not, Love, though I thy power admire, "
676, Michael Drayton    Mic,Though my conceit I further seem to bend 
677, Michael Drayton    Mic,"Than possibly invention can extend, "
678, Michael Drayton    Mic,And yet am only starv'd in my desire. 
679, Michael Drayton    Mic,"If thou wilt wonder, here's the wonder, Love: "
680, Michael Drayton    Mic,That this to me doth yet no wonder prove.
681, Michael Drayton    Mic,"Love, banish'd Heav'n, on Earth was held in scorn, "
682, Michael Drayton    Mic,"Wand'ring abroad in need and beggary, "
683, Michael Drayton    Mic,"And wanting friends, though of a Goddess born, "
684, Michael Drayton    Mic,Yet crav'd the alms of such as passed by. 
685, Michael Drayton    Mic,"I, like a man devout and charitable, "
686, Michael Drayton    Mic,"Clothed the naked, lodg'd this wand'ring guest, "
687, Michael Drayton    Mic,With sighs and tears still furnishing his table 
688, Michael Drayton    Mic,With what might make the miserable blest. 
689, Michael Drayton    Mic,"But this ungrateful, for my good desert, "
690, Michael Drayton    Mic,"Entic'd my thoughts against me to conspire, "
691, Michael Drayton    Mic,"Who gave consent to steal away my heart, "
692, Michael Drayton    Mic,"And set my breast, his lodging, on a fire. "
693, Michael Drayton    Mic,"Well, well, my friends, when beggars grow thus bold, "
694, Michael Drayton    Mic,No marvel then though charity grow cold. 
695, Michael Drayton    Mic,His Remedy for Love
696, Michael Drayton    Mic,
697, Michael Drayton    Mic,"Since to obtain thee nothing will be stead, "
698, Michael Drayton    Mic,"I have a med'cine that shall cure my love, "
699, Michael Drayton    Mic,"The powder of her heart dried, when she is dead, "
700, Michael Drayton    Mic,"That gold nor honor ne'er had power to move, "
701, Michael Drayton    Mic,"Mixt with her tears, that ne'er her true-love crost "
702, Michael Drayton    Mic,"Nor at fifteen ne'er long'd to be a bride, "
703, Michael Drayton    Mic,"Boil'd with her sighs in giving up the ghost, "
704, Michael Drayton    Mic,That for her late deceased husband died; 
705, Michael Drayton    Mic,"Into the same then let a woman breathe, "
706, Michael Drayton    Mic,"That, being chid, did never word reply, "
707, Michael Drayton    Mic,"With one thrice-married's prayers, that did bequeath "
708, Michael Drayton    Mic,A legacy to stale virginity. 
709, Michael Drayton    Mic,"If this receipt have not the power to win me, "
710, Michael Drayton    Mic,"Little I'll say, but think the Devil's in me. "
711, Michael Drayton    Mic,"There's nothing grieves me, but that Age should haste, "
712, Michael Drayton    Mic,"That in my days I may not see thee old, "
713, Michael Drayton    Mic,That where those two clear sparkling eyes are plac'd 
714, Michael Drayton    Mic,Only two loop-holes then I might behold; 
715, Michael Drayton    Mic,"That lovely, arched, ivory, polish'd brow "
716, Michael Drayton    Mic,Defac'd with wrinkles that I might but see; 
717, Michael Drayton    Mic,"Thy dainty hair, so curl'd and crisped now, "
718, Michael Drayton    Mic,Like grizzled moss upon some aged tree; 
719, Michael Drayton    Mic,"Thy cheek, now flush with roses, sunk and lean; "
720, Michael Drayton    Mic,Thy lips with age as any wafer thin; 
721, Michael Drayton    Mic,Thy pearly teeth out of thy head so clean 
722, Michael Drayton    Mic,"That, when thou feed'st, thy nose shall touch thy chin. "
723, Michael Drayton    Mic,"These lines that now thou scorn'st, which should delight thee, "
724, Michael Drayton    Mic,Then would I make thee read but to despite thee. 
725, Michael Drayton    Mic,To nothing fitter can I thee compare 
726, Michael Drayton    Mic,"Than to the son of some rich penny-father, "
727, Michael Drayton    Mic,"Who, having now brought on his end with care, "
728, Michael Drayton    Mic,Leaves to his son all he had heap'd together; 
729, Michael Drayton    Mic,"This new rich novice, lavish of his chest, "
730, Michael Drayton    Mic,"To one man gives, doth on another spend, "
731, Michael Drayton    Mic,"Then here he riots, yet among the rest "
732, Michael Drayton    Mic,Haps to lend some to one true honest friend. 
733, Michael Drayton    Mic,"Thy gifts thou in obscurity dost waste, "
734, Michael Drayton    Mic,"False friends thy kindness, born but to deceive thee, "
735, Michael Drayton    Mic,"Thy love that is on the unworthy plac'd, "
736, Michael Drayton    Mic,"Time hath thy beauty, which with age will leave thee; "
737, Michael Drayton    Mic,Only that little which to me was lent 
738, Michael Drayton    Mic,"I give thee back, when all the rest is spent. "
739, Michael Drayton    Mic,"Yet read at last the story of my woe, "
740, Michael Drayton    Mic,"The dreary abstracts of my endless cares, "
741, Michael Drayton    Mic,"With my life's sorrow interlined so, "
742, Michael Drayton    Mic,"Smok'd with my sighs and blotted with my tears, "
743, Michael Drayton    Mic,"The sad memorials of my miseries, "
744, Michael Drayton    Mic,"Penn'd in the grief of mine afflicted ghost, "
745, Michael Drayton    Mic,"My life's complaint in doleful elegies, "
746, Michael Drayton    Mic,With so pure love as Time could never boast. 
747, Michael Drayton    Mic,"Receive the incense which I offer here, "
748, Michael Drayton    Mic,"By my strong faith ascending to thy fame, "
749, Michael Drayton    Mic,"My zeal, my hope, my vows, my praise, my prayer, "
750, Michael Drayton    Mic,"My soul's oblation to thy sacred name, "
751, Michael Drayton    Mic,Which name my Muse to highest heav'ns shall raise 
752, Michael Drayton    Mic,"By chaste desire, true love, and virtuous praise. "
753, Michael Drayton    Mic,To Humor
754, Michael Drayton    Mic,
755, Michael Drayton    Mic,"You cannot love, my pretty heart, and why? "
756, Michael Drayton    Mic,There was a time you told me that you would; 
757, Michael Drayton    Mic,"But now again you will the same deny, "
758, Michael Drayton    Mic,"If it might please you, would to God you could. "
759, Michael Drayton    Mic,"What, will you hate? Nay, that you will not, neither. "
760, Michael Drayton    Mic,"Nor love nor hate, how then? What will you do? "
761, Michael Drayton    Mic,"What, will you keep a mean then betwixt either, "
762, Michael Drayton    Mic,"Or will you love me and yet hate me, too? "
763, Michael Drayton    Mic,Yet serves this not. What next? What other shift? 
764, Michael Drayton    Mic,"You will, and will not; what a coil is here. "
765, Michael Drayton    Mic,"I see your craft, now I perceive your drift, "
766, Michael Drayton    Mic,And all this while I was mistaken there; 
767, Michael Drayton    Mic,"Your love and hate is this, I now do prove you: "
768, Michael Drayton    Mic,"You love in hate, by hate to make me love you."
769, Michael Drayton    Mic,"To such as say thy love I overprize, "
770, Michael Drayton    Mic,"And do not stick to term my praises folly, "
771, Michael Drayton    Mic,"Against these folks, that think themselves so wise, "
772, Michael Drayton    Mic,"I thus oppose my Reason's forces wholly, "
773, Michael Drayton    Mic,"Though I give more than well affords my state, "
774, Michael Drayton    Mic,"In which expense the most suppose me vain, "
775, Michael Drayton    Mic,"Which yields them nothing at the easiest rate, "
776, Michael Drayton    Mic,Yet at this price returns me treble gain. 
777, Michael Drayton    Mic,"They value not, unskillful how to use, "
778, Michael Drayton    Mic,"And I give much, because I gain thereby; "
779, Michael Drayton    Mic,"I that thus take, or they that thus refuse, "
780, Michael Drayton    Mic,"Whether are these deceived then, or I? "
781, Michael Drayton    Mic,In everything I hold this maxim still: 
782, Michael Drayton    Mic,The circumstance doth make it good or ill. 
783, Michael Drayton    Mic,To the Critic
784, Michael Drayton    Mic,
785, Michael Drayton    Mic,"Methinks I see some crooked mimic jeer, "
786, Michael Drayton    Mic,"And tax my Muse with this fantastic grace, "
787, Michael Drayton    Mic,"Turning my papers asks, ""What have we here?"" "
788, Michael Drayton    Mic,Making withal some filthy antic face. 
789, Michael Drayton    Mic,"I fear no censure, nor what thou canst say, "
790, Michael Drayton    Mic,Nor shall my spirit one jot of vigor lose; 
791, Michael Drayton    Mic,Think'st thou my wit shall keep the pack-horse way 
792, Michael Drayton    Mic,That every dudgen low invention goes? 
793, Michael Drayton    Mic,Since sonnets thus in bundles are imprest 
794, Michael Drayton    Mic,"And every drudge doth dull our satiate ear, "
795, Michael Drayton    Mic,Think'st thou my love shall in those rags be drest 
796, Michael Drayton    Mic,"That every dowdy, every trull, doth wear? "
797, Michael Drayton    Mic,Up to my pitch no common judgement flies; 
798, Michael Drayton    Mic,I scorn all earthly dung-bred scarabies. 
799, Michael Drayton    Mic,"Since there's no help, come, let us kiss and part, "
800, Michael Drayton    Mic,"Nay, I have done, you get no more of me, "
801, Michael Drayton    Mic,"And I am glad, yea, glad with all my heart, "
802, Michael Drayton    Mic,That thus so cleanly I myself can free. 
803, Michael Drayton    Mic,"Shake hands for ever, cancel all our vows, "
804, Michael Drayton    Mic,And when we meet at any time again 
805, Michael Drayton    Mic,Be it not seen in either of our brows 
806, Michael Drayton    Mic,That we one jot of former love retain. 
807, Michael Drayton    Mic,"Now at the last gasp of Love's latest breath, "
808, Michael Drayton    Mic,"When, his pulse failing, Passion speechless lies, "
809, Michael Drayton    Mic,"When Faith is kneeling by his bed of death, "
810, Michael Drayton    Mic,"And Innocence is closing up his eyes, "
811, Michael Drayton    Mic,"Now, if thou wouldst, when all have giv'n him over, "
812, Michael Drayton    Mic,From death to life thou might'st him yet recover.
813, Michael Drayton    Mic,"You not alone, when you are still alone, "
814, Michael Drayton    Mic,"O God, from you that I could private be. "
815, Michael Drayton    Mic,"Since you one were, I never since was one; "
816, Michael Drayton    Mic,"Since you in me, my self since out of me, "
817, Michael Drayton    Mic,Transported from my self into your being; 
818, Michael Drayton    Mic,"Though either distant, present yet to either, "
819, Michael Drayton    Mic,"Senseless with too much joy, each other seeing, "
820, Michael Drayton    Mic,And only absent when we are together. 
821, Michael Drayton    Mic,"Give me my self and take your self again, "
822, Michael Drayton    Mic,Devise some means but how I may forsake you; 
823, Michael Drayton    Mic,"So much is mine that doth with you remain, "
824, Michael Drayton    Mic,"That, taking what is mine, with me I take you; "
825, Michael Drayton    Mic,"You do bewitch me; O, that I could fly "
826, Michael Drayton    Mic,"From my self you, or from your own self I."
827, Michael Drayton    Mic,An Allusion to the Phoenix
828, Michael Drayton    Mic,
829, Michael Drayton    Mic,'Mongst all the creatures in this spacious round 
830, Michael Drayton    Mic,"Of the birds' kind, the Phoenix is alone, "
831, Michael Drayton    Mic,Which best by you of living things is known; 
832, Michael Drayton    Mic,"None like to that, none like to you is found. "
833, Michael Drayton    Mic,"Your beauty is the hot and splend'rous sun, "
834, Michael Drayton    Mic,"The precious spices be your chaste desire, "
835, Michael Drayton    Mic,"Which being kindled by that heav'nly fire, "
836, Michael Drayton    Mic,Your life so like the Phoenix's begun; 
837, Michael Drayton    Mic,"Yourself thus burned in that sacred flame, "
838, Michael Drayton    Mic,"With so rare sweetness all the heav'ns perfuming, "
839, Michael Drayton    Mic,"Again increasing as you are consuming, "
840, Michael Drayton    Mic,Only by dying born the very same; 
841, Michael Drayton    Mic,"And, wing'd by fame, you to the stars ascend, "
842, Michael Drayton    Mic,So you of time shall live beyond the end.
843, Michael Drayton    Mic,A witless gallant a young wench that woo'd 
844, Michael Drayton    Mic,"(Yet his dull spirit her not one jot could move), "
845, Michael Drayton    Mic,"Entreated me, as e'er I wish'd his good, "
846, Michael Drayton    Mic,To write him but one sonnet to his love; 
847, Michael Drayton    Mic,"When I, as fast as e'er my pen could trot, "
848, Michael Drayton    Mic,"Pour'd out what first from quick invention came, "
849, Michael Drayton    Mic,"Nor never stood one word thereof to blot, "
850, Michael Drayton    Mic,Much like his wit that was to use the same; 
851, Michael Drayton    Mic,"But with my verses he his mistress won, "
852, Michael Drayton    Mic,Which doted on the dolt beyond all measure. 
