user_id,movie_id,rating,gender,age,occupation,title,genres
3841,261,3,M,45,18,Little Women (1994),Drama
5394,833,2,M,18,0,High School High (1996),Comedy
3401,2177,2,M,35,7,Family Plot (1976),Comedy|Thriller
2216,1201,4,F,25,20,"Good, The Bad and The Ugly, The (1966)",Action|Western
1447,1282,5,M,18,4,Fantasia (1940),Animation|Children's|Musical
5393,1196,4,M,35,7,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
4027,2529,5,F,25,7,Planet of the Apes (1968),Action|Sci-Fi
1470,3952,3,M,18,4,"Contender, The (2000)",Drama|Thriller
5333,2243,3,F,25,7,Broadcast News (1987),Comedy|Drama|Romance
5087,2707,4,F,25,6,Arlington Road (1999),Thriller
204,3755,3,M,25,7,"Perfect Storm, The (2000)",Action|Adventure|Thriller
1010,876,1,M,25,0,Police Story 4: Project S (Chao ji ji hua) (1993),Action
4514,2580,4,M,18,3,Go (1999),Crime
1150,659,4,F,25,20,Purple Noon (1960),Crime|Thriller
2559,457,5,M,18,10,"Fugitive, The (1993)",Action|Thriller
5825,1148,5,F,25,4,"Wrong Trousers, The (1993)",Animation|Comedy
1780,47,3,M,35,1,Seven (Se7en) (1995),Crime|Thriller
5364,1594,5,F,25,3,In the Company of Men (1997),Drama
2376,3430,4,M,25,1,Death Wish (1974),Action|Drama
352,2324,3,M,18,4,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
411,1258,1,F,45,1,"Shining, The (1980)",Horror
1323,1211,5,F,35,2,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1100,2424,1,M,25,0,You've Got Mail (1998),Comedy|Romance
911,3503,4,M,50,0,Solaris (Solyaris) (1972),Drama|Sci-Fi
4169,2545,4,M,50,0,Relax... It's Just Sex (1998),Comedy
5547,1894,2,F,18,4,Six Days Seven Nights (1998),Adventure|Comedy|Romance
3227,1542,3,F,25,14,Brassed Off (1996),Comedy|Drama|Romance
627,3863,2,M,50,2,"Cell, The (2000)",Sci-Fi|Thriller
3080,2657,5,M,25,20,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
463,1269,5,M,25,7,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
5026,344,4,M,25,17,Ace Ventura: Pet Detective (1994),Comedy
5972,2378,5,F,25,20,Police Academy (1984),Comedy
3244,3753,5,F,18,4,"Patriot, The (2000)",Action|Drama|War
4802,14,5,M,56,1,Nixon (1995),Drama
301,2294,4,M,18,4,Antz (1998),Animation|Children's
5511,1608,5,M,45,1,Air Force One (1997),Action|Thriller
932,3863,5,F,35,6,"Cell, The (2000)",Sci-Fi|Thriller
402,2231,3,M,25,11,Rounders (1998),Crime|Drama
2887,442,3,M,25,3,Demolition Man (1993),Action|Sci-Fi
1335,2144,2,M,35,0,Sixteen Candles (1984),Comedy
1271,1688,4,F,45,6,Anastasia (1997),Animation|Children's|Musical
355,1517,5,M,18,3,Austin Powers: International Man of Mystery (1997),Comedy
3056,3793,5,M,25,18,X-Men (2000),Action|Sci-Fi
3945,1079,5,F,45,1,"Fish Called Wanda, A (1988)",Comedy
1193,3809,2,M,25,12,What About Bob? (1991),Comedy
3770,3654,4,F,35,3,"Guns of Navarone, The (1961)",Action|Drama|War
3881,3255,4,M,18,2,"League of Their Own, A (1992)",Comedy|Drama
4611,804,2,F,18,4,She's the One (1996),Comedy|Romance
3321,3200,4,M,35,1,"Last Detail, The (1973)",Comedy|Drama
1502,79,1,M,18,4,"Juror, The (1996)",Drama|Thriller
424,253,4,M,25,17,Interview with the Vampire (1994),Drama|Horror
5163,2872,4,M,45,6,Excalibur (1981),Action|Drama|Fantasy|Romance
4130,260,5,M,35,6,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
3733,3082,2,M,18,4,"World Is Not Enough, The (1999)",Action|Thriller
4660,1957,4,F,18,4,Chariots of Fire (1981),Drama
2114,2640,5,M,18,18,Superman (1978),Action|Adventure|Sci-Fi
3511,2716,4,M,50,0,Ghostbusters (1984),Comedy|Horror
5011,2134,4,M,18,4,Weird Science (1985),Comedy
5193,3072,3,M,35,12,Moonstruck (1987),Comedy
1501,3608,4,M,25,11,Pee-wee's Big Adventure (1985),Comedy
1040,3688,4,M,25,11,Porky's (1981),Comedy
5158,858,5,F,18,4,"Godfather, The (1972)",Action|Crime|Drama
3513,39,4,M,25,16,Clueless (1995),Comedy|Romance
1509,589,4,M,1,0,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
5880,2723,5,M,25,1,Mystery Men (1999),Action|Adventure|Comedy
5333,2805,3,F,25,7,Mickey Blue Eyes (1999),Comedy|Romance
3420,2028,3,F,25,7,Saving Private Ryan (1998),Action|Drama|War
4067,2485,2,M,45,20,She's All That (1999),Comedy|Romance
352,89,3,M,18,4,Nick of Time (1995),Action|Thriller
2818,3702,5,M,25,12,Mad Max (1979),Action|Sci-Fi
3526,2688,3,M,35,2,"General's Daughter, The (1999)",Drama|Thriller
3592,2321,3,F,56,2,Pleasantville (1998),Comedy
6036,1961,4,F,25,15,Rain Man (1988),Drama
840,595,5,F,25,3,Beauty and the Beast (1991),Animation|Children's|Musical
1050,3500,2,M,25,1,Mr. Saturday Night (1992),Comedy|Drama
5005,2080,3,M,45,16,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
5311,3624,3,M,50,0,Shanghai Noon (2000),Action
5349,2020,3,F,50,2,Dangerous Liaisons (1988),Drama|Romance
3888,1193,4,M,45,17,One Flew Over the Cuckoo's Nest (1975),Drama
772,1748,4,M,18,12,Dark City (1998),Film-Noir|Sci-Fi|Thriller
4467,2136,3,F,50,6,"Nutty Professor, The (1963)",Comedy
5488,2010,4,M,25,15,Metropolis (1926),Sci-Fi
5250,441,5,M,50,6,Dazed and Confused (1993),Comedy
1851,3939,2,M,25,19,"Slumber Party Massacre II, The (1987)",Horror
5522,1970,4,M,25,14,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
3080,3421,5,M,25,20,Animal House (1978),Comedy
4312,627,4,M,25,18,"Last Supper, The (1995)",Drama|Thriller
5220,1323,2,M,25,7,Amityville 3-D (1983),Horror
450,910,5,M,45,1,Some Like It Hot (1959),Comedy|Crime
5980,3379,3,M,56,1,On the Beach (1959),Drama
5272,3396,3,M,25,7,"Muppet Movie, The (1979)",Children's|Comedy
1899,3734,4,F,45,6,Prince of the City (1981),Drama
2304,1611,2,M,45,12,My Own Private Idaho (1991),Drama
5312,2648,3,M,25,1,Frankenstein (1931),Horror
2063,3705,2,M,25,4,Bird on a Wire (1990),Action|Adventure|Romance|Thriller
5881,2987,4,M,35,17,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
4016,3296,3,M,50,0,To Sir with Love (1967),Drama
3929,1343,2,M,25,5,Cape Fear (1991),Thriller
4832,3082,3,M,25,14,"World Is Not Enough, The (1999)",Action|Thriller
4708,318,4,M,25,0,"Shawshank Redemption, The (1994)",Drama
2247,1127,4,M,45,2,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
4838,1277,3,M,45,1,Cyrano de Bergerac (1990),Action|Drama|Romance
2866,1080,4,M,25,7,Monty Python's Life of Brian (1979),Comedy
1312,2986,1,M,25,14,Robocop 2 (1990),Action|Crime|Sci-Fi
2684,1041,4,F,18,0,Secrets & Lies (1996),Drama
1632,80,3,M,25,16,"White Balloon, The (Badkonake Sefid ) (1995)",Drama
4112,2302,4,M,45,18,My Cousin Vinny (1992),Comedy
1181,2940,3,M,35,7,Gilda (1946),Film-Noir
4305,1663,3,F,45,17,Stripes (1981),Comedy
419,50,4,M,18,3,"Usual Suspects, The (1995)",Crime|Thriller
5852,1248,4,F,25,1,Touch of Evil (1958),Crime|Film-Noir|Thriller
1263,2827,1,M,1,10,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
2611,318,5,M,25,3,"Shawshank Redemption, The (1994)",Drama
4217,2108,4,M,18,4,L.A. Story (1991),Comedy|Romance
2407,3044,5,M,35,16,Dead Again (1991),Mystery|Romance|Thriller
134,588,3,M,25,0,Aladdin (1992),Animation|Children's|Comedy|Musical
3445,260,4,F,35,20,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
5482,101,4,M,18,7,Bottle Rocket (1996),Comedy
3246,1041,5,F,35,1,Secrets & Lies (1996),Drama
1128,1186,3,M,25,1,"Sex, Lies, and Videotape (1989)",Drama
5879,1101,3,M,35,7,Top Gun (1986),Action|Romance
5870,2395,5,M,25,14,Rushmore (1998),Comedy
4647,1089,5,M,35,20,Reservoir Dogs (1992),Crime|Thriller
5759,2723,4,F,25,1,Mystery Men (1999),Action|Adventure|Comedy
5865,788,4,M,25,17,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1470,1197,5,M,18,4,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
5450,1584,4,M,18,12,Contact (1997),Drama|Sci-Fi
5827,587,4,M,25,2,Ghost (1990),Comedy|Romance|Thriller
3017,252,3,F,35,9,I.Q. (1994),Comedy|Romance
3942,3535,3,M,18,4,American Psycho (2000),Comedy|Horror|Thriller
1761,2311,2,M,35,0,2010 (1984),Mystery|Sci-Fi
3507,1752,1,M,25,0,Hard Rain (1998),Action|Thriller
4451,1730,3,M,25,14,Kundun (1997),Drama
1807,2710,1,M,18,17,"Blair Witch Project, The (1999)",Horror
719,1,4,M,1,0,Toy Story (1995),Animation|Children's|Comedy
1466,589,5,M,18,4,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
3018,1261,3,M,35,0,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
2251,1225,4,M,35,14,Amadeus (1984),Drama
3562,3525,3,F,25,6,Bachelor Party (1984),Comedy
1897,412,5,F,50,2,"Age of Innocence, The (1993)",Drama
2129,1407,4,M,25,5,Scream (1996),Horror|Thriller
5595,1690,2,M,25,20,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1377,1394,3,M,35,16,Raising Arizona (1987),Comedy
3308,1689,2,F,18,20,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
5916,2951,3,M,50,20,"Fistful of Dollars, A (1964)",Action|Western
5728,1541,3,F,35,20,Addicted to Love (1997),Comedy|Romance
3841,2701,1,M,45,18,Wild Wild West (1999),Action|Sci-Fi|Western
5279,1183,4,F,25,14,"English Patient, The (1996)",Drama|Romance|War
889,2526,2,M,45,20,Meteor (1979),Sci-Fi
3081,1258,5,M,25,7,"Shining, The (1980)",Horror
2986,1952,4,M,25,4,Midnight Cowboy (1969),Drama
2195,2137,1,M,1,10,Charlotte's Web (1973),Animation|Children's
5011,380,4,M,18,4,True Lies (1994),Action|Adventure|Comedy|Romance
181,2003,4,M,18,17,Gremlins (1984),Comedy|Horror
149,2348,4,M,25,1,Sid and Nancy (1986),Drama
757,1466,3,M,25,12,Donnie Brasco (1997),Crime|Drama
4284,517,4,M,50,7,Rising Sun (1993),Action|Drama|Mystery
770,3671,5,M,18,4,Blazing Saddles (1974),Comedy|Western
3301,1278,4,F,25,2,Young Frankenstein (1974),Comedy|Horror
1120,3897,5,M,18,4,Almost Famous (2000),Comedy|Drama
4867,3261,2,M,25,16,Singles (1992),Comedy|Drama|Romance
5260,2921,4,M,35,7,High Plains Drifter (1972),Western
4942,296,3,M,45,12,Pulp Fiction (1994),Crime|Drama
1985,2028,4,M,45,12,Saving Private Ryan (1998),Action|Drama|War
2541,339,5,F,35,5,While You Were Sleeping (1995),Comedy|Romance
4738,1333,3,M,56,1,"Birds, The (1963)",Horror
5378,3639,4,M,35,18,"Man with the Golden Gun, The (1974)",Action
4673,293,5,M,35,16,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
2899,413,3,M,35,14,Airheads (1994),Comedy
4156,2956,4,M,56,20,Someone to Watch Over Me (1987),Action|Crime|Thriller
3519,3163,1,F,25,14,Topsy-Turvy (1999),Drama
5536,480,2,M,25,16,Jurassic Park (1993),Action|Adventure|Sci-Fi
3592,1244,4,F,56,2,Manhattan (1979),Comedy|Drama|Romance
4736,36,4,M,18,20,Dead Man Walking (1995),Drama
2643,1130,3,M,45,17,"Howling, The (1980)",Horror
1181,466,2,M,35,7,Hot Shots! Part Deux (1993),Action|Comedy|War
1182,3911,3,M,1,10,Best in Show (2000),Comedy
5289,2398,3,M,45,2,Miracle on 34th Street (1947),Drama
1181,22,3,M,35,7,Copycat (1995),Crime|Drama|Thriller
1746,2827,3,M,25,4,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
3299,2997,5,F,25,4,Being John Malkovich (1999),Comedy
716,1573,5,M,18,4,Face/Off (1997),Action|Sci-Fi|Thriller
3475,1387,3,M,25,14,Jaws (1975),Action|Horror
4526,1204,4,M,25,20,Lawrence of Arabia (1962),Adventure|War
1010,2076,5,M,25,0,Blue Velvet (1986),Drama|Mystery
355,3129,3,M,18,3,Sweet and Lowdown (1999),Comedy|Drama
1941,500,4,M,35,17,Mrs. Doubtfire (1993),Comedy
3963,3897,4,M,50,20,Almost Famous (2000),Comedy|Drama
5667,1303,3,M,35,7,"Man Who Would Be King, The (1975)",Adventure
1709,3358,5,M,25,0,Defending Your Life (1991),Comedy|Romance
1687,3361,5,M,25,3,Bull Durham (1988),Comedy
1597,1673,5,M,25,12,Boogie Nights (1997),Drama
1096,1,4,M,1,10,Toy Story (1995),Animation|Children's|Comedy
2233,1271,4,F,35,3,Fried Green Tomatoes (1991),Drama
1635,1785,5,M,25,0,King of New York (1990),Action|Crime
5853,1097,3,M,50,19,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
765,2657,3,M,25,17,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3521,913,5,M,25,0,"Maltese Falcon, The (1941)",Film-Noir|Mystery
692,480,2,F,25,0,Jurassic Park (1993),Action|Adventure|Sci-Fi
4364,2046,3,M,25,18,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
1497,2699,4,M,50,5,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
3994,2133,5,M,50,7,Adventures in Babysitting (1987),Adventure|Comedy
3131,2132,4,F,25,2,Who's Afraid of Virginia Woolf? (1966),Drama
4425,626,3,M,35,7,"Thin Line Between Love and Hate, A (1996)",Comedy
1613,32,4,M,18,20,Twelve Monkeys (1995),Drama|Sci-Fi
3402,3510,4,M,35,20,Frequency (2000),Drama|Thriller
3424,2028,5,M,25,6,Saving Private Ryan (1998),Action|Drama|War
4499,1252,5,M,25,6,Chinatown (1974),Film-Noir|Mystery|Thriller
5302,2036,1,F,1,10,Blank Check (1994),Children's|Comedy
1322,3176,3,M,56,0,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
692,2011,4,F,25,0,Back to the Future Part II (1989),Comedy|Sci-Fi
5305,1043,4,F,18,4,To Gillian on Her 37th Birthday (1996),Drama|Romance
1675,2513,1,F,25,6,Pet Sematary (1989),Horror
1778,1552,4,M,18,4,Con Air (1997),Action|Adventure|Thriller
1546,208,3,M,25,4,Waterworld (1995),Action|Adventure
5847,2735,5,F,18,4,"Golden Child, The (1986)",Action|Adventure|Comedy
2116,2336,3,M,18,4,Elizabeth (1998),Drama
5000,2028,5,M,25,4,Saving Private Ryan (1998),Action|Drama|War
5747,48,3,M,25,0,Pocahontas (1995),Animation|Children's|Musical|Romance
4007,1408,4,M,35,12,"Last of the Mohicans, The (1992)",Action|Romance|War
4932,3526,4,M,25,7,Parenthood (1989),Comedy|Drama
5797,1215,3,M,25,7,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
4007,2942,3,M,35,12,Flashdance (1983),Drama|Romance
3300,3793,5,M,35,5,X-Men (2000),Action|Sci-Fi
770,1203,5,M,18,4,12 Angry Men (1957),Drama
4090,1079,4,M,56,6,"Fish Called Wanda, A (1988)",Comedy
4502,2858,4,M,50,0,American Beauty (1999),Comedy|Drama
588,2150,5,F,25,11,"Gods Must Be Crazy, The (1980)",Comedy
4318,2762,4,M,25,5,"Sixth Sense, The (1999)",Thriller
261,707,3,M,25,20,Mulholland Falls (1996),Crime|Film-Noir|Thriller
4879,3507,3,M,25,3,"Odd Couple, The (1968)",Comedy
4447,1617,3,M,45,5,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
4354,903,5,M,35,14,Vertigo (1958),Mystery|Thriller
1408,21,5,M,25,0,Get Shorty (1995),Action|Comedy|Drama
5858,2010,5,M,25,4,Metropolis (1926),Sci-Fi
5788,2597,1,M,25,0,Lost & Found (1999),Comedy|Romance
3701,1013,3,M,35,1,"Parent Trap, The (1961)",Children's|Drama
1390,1610,5,M,35,16,"Hunt for Red October, The (1990)",Action|Thriller
2279,2474,3,M,50,7,"Color of Money, The (1986)",Drama
2793,3020,5,M,35,7,Falling Down (1993),Action|Drama
5597,1294,1,F,18,4,M*A*S*H (1970),Comedy|War
839,3591,4,M,25,0,Mr. Mom (1983),Comedy|Drama
5585,1396,3,M,25,4,Sneakers (1992),Crime|Drama|Sci-Fi
3778,1999,1,M,25,0,"Exorcist III, The (1990)",Horror
3220,3498,4,M,35,7,Midnight Express (1978),Drama
2050,2772,3,F,35,3,Detroit Rock City (1999),Comedy
854,1608,4,F,25,16,Air Force One (1997),Action|Thriller
137,3930,3,F,45,6,"Creature From the Black Lagoon, The (1954)",Horror
101,1722,5,F,18,3,Tomorrow Never Dies (1997),Action|Romance|Thriller
4957,2265,2,M,25,2,Nothing But Trouble (1991),Adventure|Comedy
2265,1259,3,M,56,13,Stand by Me (1986),Adventure|Comedy|Drama
3841,1598,3,M,45,18,Desperate Measures (1998),Crime|Drama|Thriller
5618,588,5,F,18,4,Aladdin (1992),Animation|Children's|Comedy|Musical
2774,1176,5,M,25,1,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
3768,1248,5,M,25,4,Touch of Evil (1958),Crime|Film-Noir|Thriller
3513,2124,3,M,25,16,"Addams Family, The (1991)",Comedy
245,3048,1,M,35,16,Under the Rainbow (1981),Comedy
678,1779,3,M,25,0,Sphere (1998),Adventure|Sci-Fi|Thriller
566,1036,3,M,25,17,Die Hard (1988),Action|Thriller
1447,2453,4,M,18,4,"Boy Who Could Fly, The (1986)",Drama|Fantasy
1202,1663,4,M,35,12,Stripes (1981),Comedy
1980,382,2,M,35,7,Wolf (1994),Drama|Horror
4909,2804,5,F,35,12,"Christmas Story, A (1983)",Comedy|Drama
3104,1219,5,M,18,17,Psycho (1960),Horror|Thriller
2774,3398,4,M,25,1,"Muppets Take Manhattan, The (1984)",Children's|Comedy
3445,1136,5,F,35,20,Monty Python and the Holy Grail (1974),Comedy
956,1282,4,M,35,1,Fantasia (1940),Animation|Children's|Musical
208,2208,2,M,35,17,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
4257,1307,5,M,50,16,When Harry Met Sally... (1989),Comedy|Romance
3569,2712,5,F,18,2,Eyes Wide Shut (1999),Drama
1577,1225,4,M,56,0,Amadeus (1984),Drama
2980,1925,5,M,45,7,Wings (1927),Drama|Romance|War
4823,2303,4,M,18,4,Nashville (1975),Drama|Musical
3562,1466,4,F,25,6,Donnie Brasco (1997),Crime|Drama
3690,1747,3,M,18,0,Wag the Dog (1997),Comedy|Drama
2857,3702,4,M,25,0,Mad Max (1979),Action|Sci-Fi
2096,1047,5,F,25,17,"Long Kiss Goodnight, The (1996)",Action|Thriller
3410,1639,3,M,35,1,Chasing Amy (1997),Drama|Romance
5972,1639,3,F,25,20,Chasing Amy (1997),Drama|Romance
523,3396,5,M,50,7,"Muppet Movie, The (1979)",Children's|Comedy
5886,1587,3,M,25,20,Conan the Barbarian (1982),Action|Adventure
3280,1194,3,M,25,7,Up in Smoke (1978),Comedy
2665,3043,1,M,35,11,Meatballs 4 (1992),Comedy
19,34,3,M,1,10,Babe (1995),Children's|Comedy|Drama
4946,1264,4,F,35,1,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1268,1080,5,M,50,2,Monty Python's Life of Brian (1979),Comedy
4535,2253,4,M,18,19,Toys (1992),Action|Comedy|Fantasy
1333,3439,1,M,25,17,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy
4918,2716,4,F,18,12,Ghostbusters (1984),Comedy|Horror
3047,1953,4,F,25,4,"French Connection, The (1971)",Action|Crime|Drama|Thriller
2997,1090,4,F,35,16,Platoon (1986),Drama|War
1671,581,4,M,35,0,"Celluloid Closet, The (1995)",Documentary
2186,1210,5,M,18,5,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
4502,2026,3,M,50,0,Disturbing Behavior (1998),Horror|Thriller
2008,2243,2,M,25,3,Broadcast News (1987),Comedy|Drama|Romance
4656,380,3,M,25,17,True Lies (1994),Action|Adventure|Comedy|Romance
3808,1969,1,M,25,7,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1897,300,4,F,50,2,Quiz Show (1994),Drama
3605,3744,2,M,18,12,Shaft (2000),Action|Crime
2753,1042,4,F,50,20,That Thing You Do! (1996),Comedy
1685,110,4,M,35,12,Braveheart (1995),Action|Drama|War
3129,1527,3,M,25,7,"Fifth Element, The (1997)",Action|Sci-Fi
2676,3147,4,M,56,20,"Green Mile, The (1999)",Drama|Thriller
2752,1373,1,M,25,15,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
5302,1888,3,F,1,10,Hope Floats (1998),Comedy|Drama|Romance
3189,1835,4,M,25,16,City of Angels (1998),Romance
4918,3396,3,F,18,12,"Muppet Movie, The (1979)",Children's|Comedy
808,3665,1,M,25,7,Curse of the Puppet Master (1998),Horror|Sci-Fi|Thriller
2551,2038,3,M,25,12,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
5806,2132,4,F,50,1,Who's Afraid of Virginia Woolf? (1966),Drama
5011,356,3,M,18,4,Forrest Gump (1994),Comedy|Romance|War
5074,3742,3,M,1,0,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War
1345,1580,5,F,25,2,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
2841,1094,5,M,50,12,"Crying Game, The (1992)",Drama|Romance|War
4800,2683,4,M,18,4,Austin Powers: The Spy Who Shagged Me (1999),Comedy
3618,74,3,M,56,17,Bed of Roses (1996),Drama|Romance
660,2268,3,M,45,16,"Few Good Men, A (1992)",Crime|Drama
6036,504,3,F,25,15,No Escape (1994),Action|Sci-Fi
5341,1084,5,F,25,3,Bonnie and Clyde (1967),Crime|Drama
4327,2393,4,M,35,17,Star Trek: Insurrection (1998),Action|Sci-Fi
1757,3686,4,M,25,4,Flatliners (1990),Thriller
4243,2404,4,M,56,7,Rambo III (1988),Action|War
5954,517,3,M,45,11,Rising Sun (1993),Action|Drama|Mystery
885,1748,5,M,35,0,Dark City (1998),Film-Noir|Sci-Fi|Thriller
4150,858,5,M,25,0,"Godfather, The (1972)",Action|Crime|Drama
1077,2313,3,M,25,3,"Elephant Man, The (1980)",Drama
320,3751,4,M,35,6,Chicken Run (2000),Animation|Children's|Comedy
3722,1270,3,M,25,18,Back to the Future (1985),Comedy|Sci-Fi
509,247,4,M,25,2,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
4611,1617,5,F,18,4,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5300,1261,4,M,25,20,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1100,2335,3,M,25,0,"Waterboy, The (1998)",Comedy
4579,2340,2,F,18,4,Meet Joe Black (1998),Romance
1863,2396,2,M,18,4,Shakespeare in Love (1998),Comedy|Romance
1386,260,3,F,25,0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
4447,1256,5,M,45,5,Duck Soup (1933),Comedy|War
5786,1171,3,M,25,6,Bob Roberts (1992),Comedy
3976,1873,3,F,25,0,"Misérables, Les (1998)",Drama
2753,903,4,F,50,20,Vertigo (1958),Mystery|Thriller
4070,1374,5,M,25,15,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
3684,2706,5,M,25,17,American Pie (1999),Comedy
718,1584,4,M,18,2,Contact (1997),Drama|Sci-Fi
314,2072,1,F,56,9,"'burbs, The (1989)",Comedy
1317,2517,2,M,45,7,Christine (1983),Horror
3652,2393,2,M,25,12,Star Trek: Insurrection (1998),Action|Sci-Fi
1635,1682,5,M,25,0,"Truman Show, The (1998)",Drama
151,3299,2,F,25,20,Hanging Up (2000),Comedy|Drama
4932,3105,3,M,25,7,Awakenings (1990),Drama
1243,924,4,M,35,15,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
566,2947,2,M,25,17,Goldfinger (1964),Action
2371,412,3,F,35,7,"Age of Innocence, The (1993)",Drama
3858,3157,5,F,45,9,Stuart Little (1999),Children's|Comedy
1744,1012,5,M,35,12,Old Yeller (1957),Children's|Drama
2628,1096,5,F,25,2,Sophie's Choice (1982),Drama
1617,2333,2,M,25,12,Gods and Monsters (1998),Drama
5738,3273,2,M,25,12,Scream 3 (2000),Horror|Mystery|Thriller
3562,3727,4,F,25,6,Near Dark (1987),Comedy|Horror
2063,2456,2,M,25,4,"Fly II, The (1989)",Horror|Sci-Fi
4213,173,4,M,35,7,Judge Dredd (1995),Action|Adventure|Sci-Fi
5469,3505,4,M,35,12,No Way Out (1987),Thriller
5938,2763,2,M,25,1,"Thomas Crown Affair, The (1999)",Action|Thriller
2484,956,3,M,45,5,Penny Serenade (1941),Drama|Romance
3833,2087,3,M,25,1,Peter Pan (1953),Animation|Children's|Fantasy|Musical
1920,1204,3,F,35,7,Lawrence of Arabia (1962),Adventure|War
4085,2312,4,F,25,6,Children of a Lesser God (1986),Drama
3507,2517,4,M,25,0,Christine (1983),Horror
93,2153,1,M,25,17,"Avengers, The (1998)",Action|Adventure
2088,1952,5,M,50,7,Midnight Cowboy (1969),Drama
2106,350,2,F,18,20,"Client, The (1994)",Drama|Mystery|Thriller
4717,3654,4,M,45,17,"Guns of Navarone, The (1961)",Action|Drama|War
187,2396,4,F,45,1,Shakespeare in Love (1998),Comedy|Romance
661,2200,3,M,45,1,Under Capricorn (1949),Drama
5453,3479,5,M,18,4,Ladyhawke (1985),Adventure|Fantasy|Romance
4085,586,3,F,25,6,Home Alone (1990),Children's|Comedy
757,1416,4,M,25,12,Evita (1996),Drama|Musical
4867,2788,5,M,25,16,And Now for Something Completely Different (1971),Comedy
1151,1845,5,M,25,15,Zero Effect (1998),Comedy|Thriller
5511,934,4,M,45,1,Father of the Bride (1950),Comedy
482,511,2,M,25,14,"Program, The (1993)",Action|Drama
3371,1247,5,M,25,2,"Graduate, The (1967)",Drama|Romance
3067,1777,5,F,25,0,"Wedding Singer, The (1998)",Comedy|Romance
3885,1231,4,M,25,12,"Right Stuff, The (1983)",Drama
733,1584,4,M,35,16,Contact (1997),Drama|Sci-Fi
777,2805,3,M,18,19,Mickey Blue Eyes (1999),Comedy|Romance
137,2028,5,F,45,6,Saving Private Ryan (1998),Action|Drama|War
5954,104,1,M,45,11,Happy Gilmore (1996),Comedy
3618,271,3,M,56,17,Losing Isaiah (1995),Drama
3163,2788,5,M,18,15,And Now for Something Completely Different (1971),Comedy
948,2089,4,M,56,12,"Rescuers Down Under, The (1990)",Animation|Children's
337,3661,2,M,18,19,Puppet Master II (1990),Horror|Sci-Fi|Thriller
5811,2155,3,M,18,4,"Slums of Beverly Hills, The (1998)",Comedy
1266,922,5,M,25,4,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
1617,3510,4,M,25,12,Frequency (2000),Drama|Thriller
