"","org","year","survey","bush","state","edu","age","female","black","weight"
"3417","cbsnyt",3,"9154",0,28,4,3,1,0,613
"3418","cbsnyt",3,"9154",1,24,4,2,1,0,643
"3419","cbsnyt",3,"9154",0,31,1,4,1,0,852
"3420","cbsnyt",3,"9154",0,33,3,2,0,0,1044
"3421","cbsnyt",3,"9154",1,31,2,4,1,0,1703
"3422","cbsnyt",3,"9154",1,49,3,3,1,0,532
"3423","cbsnyt",3,"9154",1,15,2,4,1,0,1516
"3424","cbsnyt",3,"9154",1,14,4,4,0,0,903
"3425","cbsnyt",3,"9154",1,39,2,3,1,0,1247
"3426","cbsnyt",3,"9154",0,37,3,2,1,0,877
"3427","cbsnyt",3,"9154",1,15,3,3,0,0,564
"3428","cbsnyt",3,"9154",1,50,3,1,0,0,882
"3429","cbsnyt",3,"9154",0,31,3,4,1,0,621
"3430","cbsnyt",3,"9154",0,39,2,1,0,0,4483
"3431","cbsnyt",3,"9154",0,44,3,4,0,0,643
"3432","cbsnyt",3,"9154",0,44,2,2,1,0,1367
"3433","cbsnyt",3,"9154",0,31,3,1,1,0,1339
"3434","cbsnyt",3,"9154",0,34,4,3,0,0,714
"3435","cbsnyt",3,"9154",1,10,2,4,1,0,1589
"3436","cbsnyt",3,"9154",1,10,3,2,0,0,325
"3437","cbsnyt",3,"9154",1,31,2,1,1,0,1346
"3438","cbsnyt",3,"9154",0,34,2,2,1,0,1367
"3439","cbsnyt",3,"9154",0,36,4,1,1,0,368
"3440","cbsnyt",3,"9154",1,44,2,1,0,0,1394
"3441","cbsnyt",3,"9154",0,14,1,1,1,0,599
"3442","cbsnyt",3,"9154",NA,35,1,4,1,0,1516
"3443","cbsnyt",3,"9154",NA,14,3,1,0,0,882
"3444","cbsnyt",3,"9154",1,47,4,2,1,0,337
"3445","cbsnyt",3,"9154",1,21,1,2,0,0,1518
"3446","cbsnyt",3,"9154",0,22,4,2,1,0,722
"3447","cbsnyt",3,"9154",0,26,2,1,1,0,599
"3448","cbsnyt",3,"9154",0,49,1,4,1,0,1589
"3449","cbsnyt",3,"9154",0,14,2,1,0,0,1330
"3450","cbsnyt",3,"9154",1,15,4,1,0,0,817
"3451","cbsnyt",3,"9154",1,23,1,4,1,0,758
"3452","cbsnyt",3,"9154",1,7,2,3,0,0,1385
"3453","cbsnyt",3,"9154",1,41,4,1,0,0,856
"3454","cbsnyt",3,"9154",NA,7,3,4,1,0,621
"3455","cbsnyt",3,"9154",1,7,3,2,0,0,696
"3456","cbsnyt",3,"9154",1,36,2,2,0,0,1448
"3457","cbsnyt",3,"9154",NA,14,3,1,1,0,794
"3458","cbsnyt",3,"9154",0,21,4,3,1,0,643
"3459","cbsnyt",3,"9154",0,22,3,2,0,0,696
"3460","cbsnyt",3,"9154",1,44,3,2,1,0,585
"3461","cbsnyt",3,"9154",0,23,2,2,1,0,1304
"3462","cbsnyt",3,"9154",0,15,2,1,1,0,599
"3463","cbsnyt",3,"9154",1,36,3,2,0,0,620
"3464","cbsnyt",3,"9154",1,49,1,2,1,0,2734
"3465","cbsnyt",3,"9154",1,42,2,2,1,0,652
"3466","cbsnyt",3,"9154",1,18,2,4,0,0,1765
"3467","cbsnyt",3,"9154",1,23,3,3,1,0,508
"3468","cbsnyt",3,"9154",1,28,2,3,1,0,555
"3469","cbsnyt",3,"9154",0,16,4,1,0,0,817
"3470","cbsnyt",3,"9154",NA,10,3,4,0,0,643
"3471","cbsnyt",3,"9154",0,33,3,3,1,0,1426
"3472","cbsnyt",3,"9154",0,35,4,1,1,0,368
"3473","cbsnyt",3,"9154",0,37,3,4,1,0,579
"3474","cbsnyt",3,"9154",1,44,1,4,0,0,882
"3475","cbsnyt",3,"9154",1,1,3,3,0,0,591
"3476","cbsnyt",3,"9154",1,10,4,3,1,0,321
"3477","cbsnyt",3,"9154",1,43,1,3,1,0,1164
"3478","cbsnyt",3,"9154",0,34,3,1,1,0,833
"3479","cbsnyt",3,"9154",0,21,2,1,1,0,3766
"3480","cbsnyt",3,"9154",0,8,3,4,1,0,266
"3481","cbsnyt",3,"9154",0,26,3,2,0,0,620
"3482","cbsnyt",3,"9154",0,24,3,4,0,0,307
"3483","cbsnyt",3,"9154",1,34,2,1,0,0,1394
"3484","cbsnyt",3,"9154",0,50,2,4,1,0,758
"3485","cbsnyt",3,"9154",0,34,4,3,1,0,643
"3486","cbsnyt",3,"9154",0,14,4,1,1,0,368
"3487","cbsnyt",3,"9154",1,25,2,2,0,0,1518
"3488","cbsnyt",3,"9154",1,18,4,1,0,0,428
"3489","cbsnyt",3,"9154",0,26,2,2,0,0,724
"3490","cbsnyt",3,"9154",1,33,2,3,1,0,1247
"3491","cbsnyt",3,"9154",NA,31,3,2,1,0,940
"3492","cbsnyt",3,"9154",1,23,2,3,1,0,555
"3493","cbsnyt",3,"9154",0,44,2,3,1,0,582
"3494","cbsnyt",3,"9154",0,5,4,1,0,0,387
"3495","cbsnyt",3,"9154",1,25,4,1,1,0,771
"3496","cbsnyt",3,"9154",1,39,3,3,1,0,285
"3497","cbsnyt",3,"9154",1,36,4,3,0,0,1702
"3498","cbsnyt",3,"9154",0,40,3,1,1,0,892
"3499","cbsnyt",3,"9154",1,36,3,2,0,0,310
"3500","cbsnyt",3,"9154",1,19,1,4,0,1,1303
"3501","cbsnyt",3,"9154",1,43,2,1,1,1,1533
"3502","cbsnyt",3,"9154",1,11,3,3,0,0,886
"3503","cbsnyt",3,"9154",1,10,2,1,0,0,1046
"3504","cbsnyt",3,"9154",1,49,2,1,1,0,628
"3505","cbsnyt",3,"9154",0,16,3,1,1,0,794
"3506","cbsnyt",3,"9154",NA,23,2,4,1,0,758
"3507","cbsnyt",3,"9154",0,34,3,1,0,0,1387
"3508","cbsnyt",3,"9154",0,41,2,1,1,0,1255
"3509","cbsnyt",3,"9154",0,44,3,1,1,0,2081
"3510","cbsnyt",3,"9154",0,49,3,1,1,0,416
"3511","cbsnyt",3,"9154",NA,23,3,2,1,0,558
"3512","cbsnyt",3,"9154",0,50,4,3,1,0,613
"3513","cbsnyt",3,"9154",0,47,2,1,0,1,2060
"3514","cbsnyt",3,"9154",1,28,3,1,1,0,794
"3515","cbsnyt",3,"9154",0,33,3,3,1,0,855
"3516","cbsnyt",3,"9154",1,50,3,3,0,0,1128
"3517","cbsnyt",3,"9154",1,26,4,4,1,0,407
"3518","cbsnyt",3,"9154",1,36,2,4,1,0,758
"3519","cbsnyt",3,"9154",1,15,3,4,1,0,276
"3520","cbsnyt",3,"9154",1,19,2,3,0,0,1292
"3521","cbsnyt",3,"9154",0,26,3,4,0,0,614
"3522","cbsnyt",3,"9154",1,26,3,1,0,0,1323
"3523","cbsnyt",3,"9154",NA,22,2,2,1,0,733
"3524","cbsnyt",3,"9154",NA,9,1,2,1,1,834
"3525","cbsnyt",3,"9154",1,39,3,2,0,0,696
"3526","cbsnyt",3,"9154",0,1,1,2,1,0,3417
"3527","cbsnyt",3,"9154",1,50,3,1,0,0,882
"3528","cbsnyt",3,"9154",0,21,3,3,0,0,295
"3529","cbsnyt",3,"9154",1,14,4,3,1,0,613
"3530","cbsnyt",3,"9154",1,10,2,1,1,0,1255
"3531","cbsnyt",3,"9154",1,5,2,4,1,0,718
"3532","cbsnyt",3,"9154",1,41,1,3,0,0,646
"3533","cbsnyt",3,"9154",1,10,4,2,0,0,748
"3534","cbsnyt",3,"9154",0,15,2,3,0,0,1233
"3535","cbsnyt",3,"9154",0,15,2,1,0,0,1330
"3536","cbsnyt",3,"9154",0,21,2,2,1,1,834
"3537","cbsnyt",3,"9154",1,23,2,3,1,0,1110
"3538","cbsnyt",3,"9154",1,7,1,4,1,0,852
"3539","cbsnyt",3,"9154",1,31,3,2,0,0,696
"3540","cbsnyt",3,"9154",0,50,3,1,1,0,794
"3541","cbsnyt",3,"9154",1,41,1,4,0,0,882
"3542","cbsnyt",3,"9154",1,50,2,2,1,0,1304
"3543","cbsnyt",3,"9154",1,43,1,4,1,0,1589
"3544","cbsnyt",3,"9154",0,33,4,3,0,0,765
"3545","cbsnyt",3,"9154",1,34,3,1,1,0,416
"3546","cbsnyt",3,"9154",1,33,1,2,1,0,2198
"3547","cbsnyt",3,"9154",1,44,3,1,0,0,925
"3548","cbsnyt",3,"9154",1,1,2,2,0,0,1518
"3549","cbsnyt",3,"9154",1,43,2,3,0,0,2585
"3550","cbsnyt",3,"9154",1,50,4,4,1,0,813
"3551","cbsnyt",3,"9154",0,50,4,2,0,0,714
"3552","cbsnyt",3,"9154",1,21,4,2,1,0,337
"3553","cbsnyt",3,"9154",0,34,3,2,1,0,585
"3554","cbsnyt",3,"9154",0,36,2,1,0,0,1330
"3555","cbsnyt",3,"9154",1,39,3,1,1,0,892
"3556","cbsnyt",3,"9154",1,18,1,4,0,0,1765
"3557","cbsnyt",3,"9154",NA,34,2,4,0,0,2647
"3558","cbsnyt",3,"9154",0,14,3,2,0,1,915
"3559","cbsnyt",3,"9154",1,24,2,2,0,0,724
"3560","cbsnyt",3,"9154",1,50,2,3,0,0,1850
"3561","cbsnyt",3,"9154",1,24,2,3,1,0,1110
"3562","cbsnyt",3,"9154",1,23,1,4,1,0,758
"3563","cbsnyt",3,"9154",1,47,2,3,0,0,1938
"3564","cbsnyt",3,"9154",0,24,2,1,1,0,1198
"3565","cbsnyt",3,"9154",1,11,1,1,1,0,1883
"3566","cbsnyt",3,"9154",0,50,4,2,1,0,643
"3567","cbsnyt",3,"9154",0,10,2,4,1,0,1589
"3568","cbsnyt",3,"9154",0,1,2,2,0,1,1121
"3569","cbsnyt",3,"9154",0,41,2,1,0,0,3485
"3570","cbsnyt",3,"9154",0,33,2,2,1,0,1465
"3571","cbsnyt",3,"9154",1,17,2,2,1,0,1304
"3572","cbsnyt",3,"9154",NA,43,2,2,0,0,1518
"3573","cbsnyt",3,"9154",1,10,2,3,1,0,1164
"3574","cbsnyt",3,"9154",1,36,2,2,1,0,1304
"3575","cbsnyt",3,"9154",1,18,2,1,1,0,1255
"3576","cbsnyt",3,"9154",0,44,3,2,1,1,357
"3577","cbsnyt",3,"9154",0,17,4,2,1,0,643
"3578","cbsnyt",3,"9154",0,33,1,2,0,0,813
"3579","cbsnyt",3,"9154",1,4,2,4,0,0,1765
"3580","cbsnyt",3,"9154",1,15,4,3,0,0,1021
"3581","cbsnyt",3,"9154",1,10,4,1,1,0,771
"3582","cbsnyt",3,"9154",1,21,1,1,0,0,1394
"3583","cbsnyt",3,"9154",1,22,2,2,1,0,1465
"3584","cbsnyt",3,"9154",NA,1,2,3,0,0,646
"3585","cbsnyt",3,"9154",0,14,3,1,0,0,882
"3586","cbsnyt",3,"9154",0,44,2,1,1,0,628
"3587","cbsnyt",3,"9154",1,36,3,1,0,0,882
"3588","cbsnyt",3,"9154",1,20,2,2,1,0,1465
"3589","cbsnyt",3,"9154",1,34,1,1,1,0,1255
"3590","cbsnyt",3,"9154",1,21,3,3,1,0,532
"3591","cbsnyt",3,"9154",0,18,4,1,1,0,771
"3592","cbsnyt",3,"9154",1,1,1,3,0,0,1938
"3593","cbsnyt",3,"9154",1,50,3,1,1,0,794
"3594","cbsnyt",3,"9154",NA,33,4,2,1,0,361
"3595","cbsnyt",3,"9154",1,47,2,1,0,0,697
"3596","cbsnyt",3,"9154",0,22,4,1,0,0,918
"3597","cbsnyt",3,"9154",1,41,3,1,1,0,833
"3598","cbsnyt",3,"9154",1,31,3,1,1,0,892
"3599","cbsnyt",3,"9154",1,21,2,1,0,0,2091
"3600","cbsnyt",3,"9154",NA,14,2,1,0,0,1330
"3601","cbsnyt",3,"9154",NA,11,4,3,1,0,321
"3602","cbsnyt",3,"9154",0,44,3,1,1,1,1017
"3603","cbsnyt",3,"9154",1,43,2,3,0,0,1292
"3604","cbsnyt",3,"9154",0,34,4,2,1,0,337
"3605","cbsnyt",3,"9154",0,11,2,2,1,0,683
"3606","cbsnyt",3,"9154",NA,36,3,2,0,0,620
"3607","cbsnyt",3,"9154",0,18,2,3,1,0,1164
"3608","cbsnyt",3,"9154",0,36,2,3,1,0,1110
"3609","cbsnyt",3,"9154",0,4,1,3,1,0,1746
"3610","cbsnyt",3,"9154",1,36,1,3,0,0,3699
"3611","cbsnyt",3,"9154",0,47,3,2,1,1,357
"3612","cbsnyt",3,"9154",0,18,4,1,0,0,856
"3613","cbsnyt",3,"9154",1,36,3,3,1,0,508
"3614","cbsnyt",3,"9154",1,33,3,2,0,0,696
"3615","cbsnyt",3,"9154",1,15,2,3,1,0,1666
"3616","cbsnyt",3,"9154",0,44,2,4,1,0,1589
"3617","cbsnyt",3,"9154",1,5,3,4,1,0,262
"3618","cbsnyt",3,"9154",1,41,4,2,0,0,748
"3619","cbsnyt",3,"9154",1,19,3,2,1,0,585
"3620","cbsnyt",3,"9154",0,11,3,1,1,1,508
"3621","cbsnyt",3,"9154",1,47,3,4,1,0,579
"3622","cbsnyt",3,"9154",1,44,2,1,1,0,1255
"3623","cbsnyt",3,"9154",0,36,1,4,0,0,1684
"3624","cbsnyt",3,"9154",1,23,3,2,0,0,620
"3625","cbsnyt",3,"9154",1,10,2,1,0,0,2091
"3626","cbsnyt",3,"9154",1,41,4,2,1,0,674
"3627","cbsnyt",3,"9154",0,31,4,2,1,0,722
"3628","cbsnyt",3,"9154",0,33,4,3,0,0,191
"3629","cbsnyt",3,"9154",0,48,2,3,1,0,1052
"3630","cbsnyt",3,"9154",0,28,3,1,0,0,882
"3631","cbsnyt",3,"9154",1,43,3,2,1,0,585
"3632","cbsnyt",3,"9154",1,17,3,3,1,0,508
"3633","cbsnyt",3,"9154",1,28,4,2,0,0,714
"3634","cbsnyt",3,"9154",1,19,2,3,0,0,1292
"3635","cbsnyt",3,"9154",1,43,2,1,1,0,1255
"3636","cbsnyt",3,"9154",0,44,2,2,1,0,2050
"3637","cbsnyt",3,"9154",0,23,3,1,0,1,1955
"3638","cbsnyt",3,"9154",0,10,2,4,1,0,1589
"3639","cbsnyt",3,"9154",0,25,2,2,1,1,834
"3640","cbsnyt",3,"9154",1,37,3,2,1,1,357
"3641","cbsnyt",3,"9154",1,14,4,2,0,0,714
"3642","cbsnyt",3,"9154",1,21,2,2,0,0,1518
"3643","cbsnyt",3,"9154",1,4,2,3,0,0,1292
"3644","cbsnyt",3,"9154",0,44,2,1,1,0,1255
"3645","cbsnyt",3,"9154",0,26,4,1,1,0,1839
"3646","cbsnyt",3,"9154",1,1,4,3,1,0,964
"3647","cbsnyt",3,"9154",1,26,4,2,1,0,643
"3648","cbsnyt",3,"9154",1,50,4,3,1,0,613
"3649","cbsnyt",3,"9154",0,43,2,2,1,1,834
"3650","cbsnyt",3,"9154",1,43,4,3,1,0,1607
"3651","cbsnyt",3,"9154",NA,44,2,3,1,1,710
"3652","cbsnyt",3,"9154",NA,36,2,3,1,0,1110
"3653","cbsnyt",3,"9154",0,15,3,2,0,0,620
"3654","cbsnyt",3,"9154",0,16,3,2,1,0,558
"3655","cbsnyt",3,"9154",0,14,4,2,0,0,714
"3656","cbsnyt",3,"9154",0,26,2,3,0,1,2733
"3657","cbsnyt",3,"9154",1,28,3,4,1,0,276
"3658","cbsnyt",3,"9154",1,23,4,2,0,0,714
"3659","cbsnyt",3,"9154",1,44,3,2,0,0,974
"3660","cbsnyt",3,"9154",1,45,2,1,0,0,630
"3661","cbsnyt",3,"9154",0,10,3,1,0,1,1366
"3662","cbsnyt",3,"9154",1,43,4,2,1,0,674
"3663","cbsnyt",3,"9154",1,5,4,3,0,0,645
"3664","cbsnyt",3,"9154",0,14,4,2,1,0,643
"3665","cbsnyt",3,"9154",NA,5,4,2,0,0,676
"3666","cbsnyt",3,"9154",NA,13,4,1,0,0,774
"3667","cbsnyt",3,"9154",1,19,4,2,0,0,748
"3668","cbsnyt",3,"9154",1,18,3,2,1,0,292
"3669","cbsnyt",3,"9154",1,16,2,2,1,0,652
"3670","cbsnyt",3,"9154",0,48,1,3,0,0,1168
"3671","cbsnyt",3,"9154",0,5,2,3,1,1,1285
"3672","cbsnyt",3,"9154",1,43,1,4,0,0,882
"3673","cbsnyt",3,"9154",1,5,4,3,1,0,581
"3674","cbsnyt",3,"9154",1,48,3,3,0,0,534
"3675","cbsnyt",3,"9154",1,5,4,2,1,0,609
"3676","cbsnyt",3,"9154",1,44,3,1,0,0,462
"3677","cbsnyt",3,"9154",0,14,2,3,0,0,925
"3678","cbsnyt",3,"9154",0,5,2,1,0,0,1260
"3679","cbsnyt",3,"9154",0,48,4,1,0,0,774
"3680","cbsnyt",3,"9154",NA,13,4,4,1,0,291
"3681","cbsnyt",3,"9154",1,6,2,2,1,0,1236
"3682","cbsnyt",3,"9154",0,14,4,1,1,0,552
"3683","cbsnyt",3,"9154",1,5,2,4,1,0,718
"3684","cbsnyt",3,"9154",0,5,3,4,1,1,639
"3685","cbsnyt",3,"9154",1,5,3,3,0,0,267
"3686","cbsnyt",3,"9154",1,19,4,2,0,0,374
"3687","cbsnyt",3,"9154",1,43,3,1,0,0,925
"3688","cbsnyt",3,"9154",NA,5,3,3,1,0,241
"3689","cbsnyt",3,"9154",1,44,4,2,1,0,674
"3690","cbsnyt",3,"9154",NA,6,4,3,1,0,581
"3691","cbsnyt",3,"9154",1,5,3,1,0,0,1254
"3692","cbsnyt",3,"9154",1,5,2,4,1,0,1437
"3693","cbsnyt",3,"9154",NA,3,3,3,1,0,1203
"3694","cbsnyt",3,"9154",NA,6,3,1,0,0,418
"3695","cbsnyt",3,"9154",1,48,4,2,1,0,609
"3696","cbsnyt",3,"9154",NA,25,1,3,1,1,2842
"3697","cbsnyt",3,"9154",1,48,4,3,0,0,645
"3698","cbsnyt",3,"9154",0,5,2,1,1,0,1135
"3699","cbsnyt",3,"9154",0,48,3,2,0,0,587
"3700","cbsnyt",3,"9154",0,48,3,1,0,0,836
"3701","cbsnyt",3,"9154",0,5,3,1,0,0,836
"3702","cbsnyt",3,"9154",0,6,4,1,1,1,2553
"3703","cbsnyt",3,"9154",1,5,2,4,1,0,359
"3704","cbsnyt",3,"9154",0,32,2,2,1,0,1236
"3705","cbsnyt",3,"9154",0,48,4,2,0,0,338
"3706","cbsnyt",3,"9154",NA,5,3,2,0,0,294
"3707","cbsnyt",3,"9154",0,48,3,1,0,0,1254
"3708","cbsnyt",3,"9154",0,45,2,1,0,0,1260
"3709","cbsnyt",3,"9154",0,45,4,2,0,0,676
"3710","cbsnyt",3,"9154",0,5,4,1,1,0,697
"3711","cbsnyt",3,"9154",1,5,2,3,1,0,526
"3712","cbsnyt",3,"9154",1,32,2,2,1,0,1236
"3713","cbsnyt",3,"9154",1,5,3,2,0,0,587
"3714","cbsnyt",3,"9154",1,5,2,1,0,0,1260
"3715","cbsnyt",3,"9154",1,5,3,2,1,0,264
"3716","cbsnyt",3,"9154",0,5,4,2,0,0,338
"3717","cbsnyt",3,"9154",0,5,4,3,1,0,581
"3718","cbsnyt",3,"9154",1,5,3,2,1,0,529
"3719","cbsnyt",3,"9154",0,5,4,1,0,0,1161
"3720","cbsnyt",3,"9154",0,3,4,3,1,0,291
"3721","cbsnyt",3,"9154",1,38,1,2,1,0,618
"3722","cbsnyt",3,"9154",0,5,3,2,0,0,881
"3723","cbsnyt",3,"9154",NA,5,3,1,1,0,753
"3724","cbsnyt",3,"9154",NA,5,3,1,0,0,418
"3725","cbsnyt",3,"9154",1,5,3,1,0,0,418
"3726","cbsnyt",3,"9154",0,38,3,3,1,0,481
"3727","cbsnyt",3,"9154",1,5,3,1,1,0,753
"3728","cbsnyt",3,"9154",1,6,4,2,1,0,305
"3729","cbsnyt",3,"9154",0,48,4,3,1,0,581
"3730","cbsnyt",3,"9154",0,38,4,2,0,0,676
"3731","cbsnyt",3,"9154",0,5,4,3,0,0,645
"3732","cbsnyt",3,"9154",0,5,2,1,0,0,1891
"3733","cbsnyt",3,"9154",1,48,2,3,1,0,1052
"3734","cbsnyt",3,"9154",1,5,4,1,0,0,774
"3735","cbsnyt",3,"9154",1,5,4,1,1,0,1046
"3736","cbsnyt",3,"9154",NA,45,3,1,0,0,836
"3737","cbsnyt",3,"9154",1,5,2,1,0,0,1260
"3738","cbsnyt",3,"9154",0,5,2,4,0,0,1595
"3739","cbsnyt",3,"9154",0,5,4,2,0,0,676
"3740","cbsnyt",3,"9154",0,5,3,2,0,0,294
"3741","cbsnyt",3,"9154",1,45,4,2,1,0,305
"3742","cbsnyt",3,"9154",1,38,3,2,0,0,1468
"3743","cbsnyt",3,"9154",1,5,3,2,0,0,294
"3744","cbsnyt",3,"9154",0,48,3,2,0,0,294
"3745","cbsnyt",3,"9154",0,5,1,1,1,1,1386
"3746","cbsnyt",3,"9154",NA,5,2,4,1,0,1437
"3747","cbsnyt",3,"9154",1,5,3,2,0,0,587
"3748","cbsnyt",3,"9154",0,48,3,2,1,0,264
"3749","cbsnyt",3,"9154",NA,5,4,2,1,0,609
"3750","cbsnyt",3,"9154",0,38,4,1,1,0,697
"3751","cbsnyt",3,"9154",0,3,4,1,1,0,697
"3752","cbsnyt",3,"9154",1,5,4,1,0,0,774
"3753","cbsnyt",3,"9154",1,48,3,2,1,0,529
"3754","cbsnyt",3,"9154",1,5,4,2,1,0,305
"3755","cbsnyt",3,"9154",1,5,2,3,1,0,526
"3756","cbsnyt",3,"9154",0,48,3,2,1,0,529
"3757","cbsnyt",3,"9154",1,29,3,3,0,0,534
"3758","cbsnyt",3,"9154",1,5,2,1,1,0,1135
"3759","cbsnyt",3,"9154",1,5,4,2,0,0,676
"3760","cbsnyt",3,"9154",0,5,2,2,1,0,618
"3761","cbsnyt",3,"9154",1,5,4,3,0,0,323
"3762","cbsnyt",3,"9154",1,5,4,3,1,0,581
"3763","cbsnyt",3,"9154",0,39,3,2,1,0,627
"3764","cbsnyt",3,"9154",1,21,3,4,1,0,290
"3765","cbsnyt",3,"9154",1,11,4,1,0,0,428
"3766","cbsnyt",3,"9154",0,1,2,1,1,0,1255
"3767","cbsnyt",3,"9154",0,15,4,2,1,0,321
"3768","cbsnyt",3,"9154",1,13,3,1,1,0,753
"3769","cbsnyt",3,"9154",0,28,2,4,0,0,842
"3770","cbsnyt",3,"9154",1,44,1,3,1,0,582
"3771","cbsnyt",3,"9154",0,47,4,2,1,0,337
"3772","cbsnyt",3,"9154",0,24,3,2,1,0,558
"3773","cbsnyt",3,"9154",1,21,4,2,0,0,374
"3774","cbsnyt",3,"9154",1,23,2,3,0,0,1233
"3775","cbsnyt",3,"9154",1,31,2,2,1,0,1465
"3776","cbsnyt",3,"9154",0,14,2,2,1,0,652
"3777","cbsnyt",3,"9154",1,39,4,2,1,0,361
"3778","cbsnyt",3,"9154",1,44,4,4,1,0,852
"3779","cbsnyt",3,"9154",1,10,3,3,1,0,532
"3780","cbsnyt",3,"9154",0,44,4,3,1,0,643
"3781","cbsnyt",3,"9154",1,17,2,1,1,0,1198
"3782","cbsnyt",3,"9154",0,47,1,3,0,0,1292
"3783","cbsnyt",3,"9154",0,39,2,3,1,0,2495
"3784","cbsnyt",3,"9154",1,39,4,2,0,0,802
"3785","cbsnyt",3,"9154",0,44,2,3,1,1,710
"3786","cbsnyt",3,"9154",1,10,4,4,1,0,852
"3787","cbsnyt",3,"9154",1,43,2,1,1,0,1255
"3788","cbsnyt",3,"9154",1,10,3,1,1,0,833
"3789","cbsnyt",3,"9154",1,47,2,1,0,0,1394
"3790","cbsnyt",3,"9154",1,19,2,3,1,0,873
"3791","cbsnyt",3,"9154",0,4,2,4,0,1,1303
"3792","cbsnyt",3,"9154",1,11,2,3,0,0,969
"3793","cbsnyt",3,"9154",1,11,3,2,1,0,585
"3794","cbsnyt",3,"9154",1,34,2,4,0,0,882
"3795","cbsnyt",3,"9154",1,47,4,4,0,0,946
"3796","cbsnyt",3,"9154",1,5,4,2,0,0,676
"3797","cbsnyt",3,"9154",1,34,1,2,1,0,1367
"3798","cbsnyt",3,"9154",1,5,2,1,1,0,1135
"3799","cbsnyt",3,"9154",0,5,2,4,1,0,1437
"3800","cbsnyt",3,"9154",NA,28,2,3,0,0,1233
"3801","cbsnyt",3,"9154",0,5,2,3,1,1,642
"3802","cbsnyt",3,"9154",1,3,4,4,0,0,214
"3803","cbsnyt",3,"9154",1,13,3,3,1,0,481
"3804","cbsnyt",3,"9154",0,22,2,3,1,0,1871
"3805","cbsnyt",3,"9154",1,50,4,3,0,0,681
"3806","cbsnyt",3,"9154",NA,24,3,1,1,0,794
"3807","cbsnyt",3,"9154",0,26,1,3,1,1,678
"3808","cbsnyt",3,"9154",1,5,3,2,0,0,587
"3809","cbsnyt",3,"9154",NA,22,4,4,1,0,457
"3810","cbsnyt",3,"9154",0,24,2,2,1,0,1304
"3811","cbsnyt",3,"9154",NA,14,4,4,0,0,681
"3812","cbsnyt",3,"9154",1,19,2,3,1,0,1164
"3813","cbsnyt",3,"9154",0,5,3,3,1,0,722
"3814","cbsnyt",3,"9154",0,27,4,2,1,0,609
"3815","cbsnyt",3,"9154",1,5,4,3,1,0,581
"3816","cbsnyt",3,"9154",0,44,1,4,0,0,1765
"3817","cbsnyt",3,"9154",0,37,4,2,1,0,674
"3818","cbsnyt",3,"9154",NA,6,2,2,1,0,1236
"3819","cbsnyt",3,"9154",NA,16,4,3,0,0,681
"3820","cbsnyt",3,"9154",1,41,2,3,1,0,1164
"3821","cbsnyt",3,"9154",1,41,1,3,0,0,646
"3822","cbsnyt",3,"9154",0,47,4,2,0,0,748
"3823","cbsnyt",3,"9154",0,14,1,2,1,1,1593
"3824","cbsnyt",3,"9154",0,29,1,3,0,0,1168
"3825","cbsnyt",3,"9154",0,15,1,4,1,0,758
"3826","cbsnyt",3,"9154",0,3,2,2,0,0,1372
"3827","cbsnyt",3,"9154",0,5,3,1,0,0,836
"3828","cbsnyt",3,"9154",0,37,1,4,1,0,794
"3829","cbsnyt",3,"9154",0,39,2,2,1,0,733
"3830","cbsnyt",3,"9154",0,5,2,1,1,0,567
"3831","cbsnyt",3,"9154",0,39,2,4,0,0,946
"3832","cbsnyt",3,"9154",0,44,4,2,0,0,374
"3833","cbsnyt",3,"9154",0,17,1,2,0,0,1448
"3834","cbsnyt",3,"9154",0,5,1,2,0,0,1372
"3835","cbsnyt",3,"9154",0,11,2,1,1,0,2511
"3836","cbsnyt",3,"9154",0,37,2,2,1,0,1367
"3837","cbsnyt",3,"9154",0,48,2,2,1,0,618
"3838","cbsnyt",3,"9154",0,10,2,1,0,0,2091
"3839","cbsnyt",3,"9154",0,24,2,2,1,0,652
"3840","cbsnyt",3,"9154",NA,39,4,4,1,0,913
"3841","cbsnyt",3,"9154",0,6,3,2,1,0,529
"3842","cbsnyt",3,"9154",1,14,2,4,0,0,1684
"3843","cbsnyt",3,"9154",1,40,2,1,0,0,2241
"3844","cbsnyt",3,"9154",1,23,3,2,1,0,279
"3845","cbsnyt",3,"9154",1,39,2,3,0,0,2770
"3846","cbsnyt",3,"9154",1,35,2,2,1,0,652
"3847","cbsnyt",3,"9154",0,33,3,2,1,0,627
"3848","cbsnyt",3,"9154",1,10,4,1,0,0,856
"3849","cbsnyt",3,"9154",1,45,3,1,1,0,753
"3850","cbsnyt",3,"9154",1,39,3,2,1,0,940
"3851","cbsnyt",3,"9154",1,22,2,4,0,0,1891
"3852","cbsnyt",3,"9154",0,44,1,2,1,0,1367
"3853","cbsnyt",3,"9154",0,39,1,2,0,0,1627
"3854","cbsnyt",3,"9154",0,40,3,2,1,0,627
"3855","cbsnyt",3,"9154",0,10,1,3,1,1,1421
"3856","cbsnyt",3,"9154",1,21,3,2,1,0,585
"3857","cbsnyt",3,"9154",0,33,2,4,1,1,2079
"3858","cbsnyt",3,"9154",0,5,3,4,1,0,524
"3859","cbsnyt",3,"9154",0,15,4,1,1,1,898
"3860","cbsnyt",3,"9154",1,47,4,1,0,0,856
